Author,Affiliation,Publication Date,Journal Title,Title,Volume,URL,,,,,,
"Chui, Andy C W; Subrahmanyam, Avanidhar; Titman, Sheridan","The Hong Kong Polytechnic University, Hong Kong; University of California at Los Angeles ,  USA    Institute for Global Finance ,  Australia; National Bureau of Economic Research, University of Texas at Austin ,  USA",2022/2/16,Review of Finance,"Momentum, Reversals, and Investor Clientele*",26,https://academic.oup.com/rof/article/26/2/217/6529121,,,,,,
"Chung, Ji-Yeong; Ahn, Dong-Hyun; Baek, In-Seok; Ho Kang, Kyu",Seoul National University; Seoul National University and Korea Capital Market Institute; Korea Capital Market Institute; Korea University,2017/3/30,Review of Finance,An Empirical Investigation on Funding Liquidity and Market Liquidity,22,https://academic.oup.com/rof/article/22/3/1249/3095893,,,,,,
"Chung, Ji-Yeong; Ahn, Dong-Hyun; Baek, In-Seok; Kang, Kyu Ho",Seoul National University; Seoul National University and Korea Capital Market Institute; Korea Capital Market Institute; Korea University,2017/2/17,Review of Finance,An Empirical Investigation on Funding Liquidity and Market Liquidity*,22,https://academic.oup.com/rof/article/22/3/1213/3002638,,,,,,
"Cici, Gjergji; Kempf, Alexander; Sorhage, Christoph",1 William &amp; Mary and Fellow at Centre for Financial Research Cologne (CFR) and   2 University of Cologne and Centre for Financial Research Cologne (CFR); 2 University of Cologne and Centre for Financial Research Cologne (CFR); 2 University of Cologne and Centre for Financial Research Cologne (CFR),2016/4/28,Review of Finance,Do Financial Advisors Provide Tangible Benefits for Investors? Evidence from Tax-Motivated Mutual Fund Flows*,21,https://academic.oup.com/rof/article/21/2/637/2670043,,,,,,
"Cipriani, Marco; Guarino, Antonio; Guazzarotti, Giovanni; Tagliati, Federico; Fischer, Sven",Federal Reserve Bank of New York; University College London; Bank of Italy; University College London; Newcastle University Business School,2017/6/30,Review of Finance,Informational Contagion in the Laboratory*,22,https://academic.oup.com/rof/article/22/3/877/3904508,,,,,,
"Claessens, Stijn",Federal Reserve Board,2016/9/6,Review of Finance,Global Banking: Recent Developments and Insights from Research*,21,https://academic.oup.com/rof/article/21/4/1513/2670120,,,,,,
"Claessens, Stijn; Yafeh, Yishay","1 International Monetary Fund, University of Amsterdam, Centre for Economic Policy Research, and European Corporate Governance Institute, School of Business Administration, The Hebrew University, Centre for Economic Policy Research, and European Corporate Governance Institute; 1 International Monetary Fund, University of Amsterdam, Centre for Economic Policy Research, and European Corporate Governance Institute, School of Business Administration, The Hebrew University, Centre for Economic Policy Research, and European Corporate Governance Institute",2012/2/24,Review of Finance,Comovement of Newly Added Stocks with National Market Indices: Evidence from Around the World*,17,https://academic.oup.com/rof/article/17/1/203/1581099,,,,,,
"Clark, Robert; Li, Shaoteng","Queen?�s University; Institute for Economic and Social Research, Jinan University",2021/4/6,Review of Finance,The Strategic Response of Banks to Macroprudential Policies: Evidence from Mortgage Stress Tests in Canada*,26,https://academic.oup.com/rof/article/26/1/187/6212074,,,,,,
"Cochrane, John H","Hoover Institution, Stanford University. Also NBER, Stanford GSB and SIEPR, University of Chicago Booth School of Business and Becker-Friedman Institute, and Cato Institute",2017/3/2,Review of Finance,Macro-Finance*,21,https://academic.oup.com/rof/article/21/3/945/3060346,,,,,,
"Cochrane, John H","Hoover Institution, Stanford University , Stanford, CA 94305,  USA    NBER",2021/12/27,Review of Finance,Portfolios for Long-Term Investors*,26,https://academic.oup.com/rof/article/26/1/1/6484661,,,,,,
"Cohn, Jonathan B; Hotchkiss, Edith S; Towery, Erin M","University of Texas at Austin ,  USA; Boston College ,  USA; University of Georgia ,  USA",2022/1/28,Review of Finance,Sources of Value Creation in Private Equity Buyouts of Private Firms*,26,https://academic.oup.com/rof/article/26/2/257/6516584,,,,,,
"Colliard, Jean-Edouard",HEC Paris,2019/2/18,Review of Finance,Optimal Supervisory Architecture and Financial Integration in a Banking Union*,24,https://academic.oup.com/rof/article/24/1/129/5332987,,,,,,
"Comerton-Forde, Carole; Putni?š, T?lis J.","Department of Finance, University of Melbourne, UTS Business School, University of Technology Sydney, and Stockholm School of Economics in Riga; Department of Finance, University of Melbourne, UTS Business School, University of Technology Sydney, and Stockholm School of Economics in Riga",2013/3/4,Review of Finance,Stock Price Manipulation: Prevalence and Determinants*,18,https://academic.oup.com/rof/article/18/1/23/1614377,,,,,,
"Conrad, Jennifer; Yavuz, M. Deniz","1 Kenan-Flagler Business School, University of North Carolina and; 2 Krannert School of Management, Purdue University",2016/3/15,Review of Finance,Momentum and Reversal: Does What Goes Up Always Come Down?*,21,https://academic.oup.com/rof/article/21/2/555/2670016,,,,,,
"Cooper, Ian A; Sercu, Piet; Vanpée, Rosanne","London Business School; KU Leuven, Faculty of Economics and Business; KU Leuven, Faculty of Economics and Business",2017/3/19,Review of Finance,A Measure of Pure Home Bias*,22,https://academic.oup.com/rof/article/22/4/1469/3075023,,,,,,
"Cooper, Ilan; Priestley, Richard","1 BI Norwegian School of Business, Tel Aviv University; 1 BI Norwegian School of Business, Tel Aviv University",2012/5/16,Review of Finance,The World Business Cycle and Expected Returns*,17,https://academic.oup.com/rof/article/17/3/1029/1606654,,,,,,
"Cooper, Michael J; Halling, Michael; Yang, Wenhao","University of Utah; Stockholm School of Economics    Swedish House of Finance; School of Management and Economics and Shenzhen Finance Institute, Chinese University of Hong Kong , Shenzhen",2020/8/17,Review of Finance,The Persistence of Fee Dispersion among Mutual Funds*,25,https://academic.oup.com/rof/article/25/2/365/5893491,,,,,,
"Cornaggia, Jess N.; Cornaggia, Kimberly J.; Hund, John E.",1 Penn State University; 1 Penn State University; 2 University of Georgia,2017/3/1,Review of Finance,Credit Ratings Across Asset Classes: A Long-Term Perspective*,21,https://academic.oup.com/rof/article/21/2/465/3056945,,,,,,
"Correa, Ricardo; Garud, Keshav; Londono, Juan M; Mislang, Nathan",Federal Reserve Board; University of Michigan; Federal Reserve Board; Cornell University,2020/4/24,Review of Finance,Sentiment in Central Banks??Financial Stability Reports*,25,https://academic.oup.com/rof/article/25/1/85/5824804,,,,,,
"Coulter, Brian; Shapiro, Joel; Zimmerman, Peter","Richard Ivey School of Business, Western University and; Saïd Business School, University of Oxford; Saïd Business School, University of Oxford",2017/10/4,Review of Finance,A Mechanism for LIBOR*,22,https://academic.oup.com/rof/article/22/2/491/4344829,,,,,,
"Cox, Ruben; de Goeij, Peter",Erasmus School of Economics; Tilburg University,2020/1/28,Review of Finance,"Regulatory Certification, Risk Factor Disclosure, and Investor Behavior*",24,https://academic.oup.com/rof/article/24/5/1079/5716672,,,,,,
"Cunha, Igor; Ferreira, Miguel A; Silva, Rui C","University of Kentucky ,  USA; Nova School of Business and Economics, ECGI, CEPR, Portugal; Nova School of Business and Economics and CEPR, Portugal",2022/6/9,Review of Finance,Do Credit Rating Agencies Influence Elections?*,26,https://academic.oup.com/rof/article/26/4/937/6604765,,,,,,
"Curfman, Christopher J; Kandrac, John","University of Texas at Austin, USA; Federal Reserve Board, USA",2021/8/20,Review of Finance,The Costs and Benefits of Liquidity Regulations: Lessons from an Idle Monetary Policy Tool*,26,https://academic.oup.com/rof/article/26/2/319/6355600,,,,,,
"Cuñat, Vicente; Giné, Mireia; Guadalupe, Maria","The London School of Economics,; University of Pennsylvania and IESE Business School, and; INSEAD, CEPR and IZA",2015/11/28,Review of Finance,Say Pays! Shareholder Voice and Firm Performance*,20,https://academic.oup.com/rof/article/20/5/1799/1753294,,,,,,
"Cziraki, Peter; De Goeij, Peter; Renneboog, Luc",University of Toronto; Tilburg University; University of Toronto; Tilburg University; University of Toronto; Tilburg University,2013/2/22,Review of Finance,Corporate Governance Rules and Insider Trading Profits*,18,https://academic.oup.com/rof/article/18/1/67/1616245,,,,,,
"Cziraki, Peter; Gider, Jasmin",University of Toronto; Tilburg University,2021/4/20,Review of Finance,The Dollar Profits to Insider Trading*,25,https://academic.oup.com/rof/article/25/5/1547/6239716,,,,,,
"D. Baker, Steven; Hollifield, Burton; Osambela, Emilio","Federal Reserve Bank of Richmond ,  USA; Tepper School of Business, Carnegie Mellon University ,  USA; Board of Governors of the Federal Reserve System ,  USA",2022/10/6,Review of Finance,Asset Prices and Portfolios with Externalities*,26,https://academic.oup.com/rof/article/26/6/1433/6749601,,,,,,
"D?�Amico, Stefania; Pancost, N Aaron",Federal Reserve Bank of Chicago; University of Texas at Austin McCombs School of Business,2021/10/21,Review of Finance,Special Repo Rates and the Cross-Section of Bond Prices: The Role of the Special Collateral Risk Premium*,26,https://academic.oup.com/rof/article/26/1/117/6407160,,,,,,
"Dai, Rui; Donohue, Lawrence; Drechsler, Qingyi (Freda); Jiang, Wei","Wharton Research Data Services (WRDS), University of Pennsylvania; Wharton Research Data Services (WRDS), University of Pennsylvania; Wharton Research Data Services (WRDS), University of Pennsylvania; Columbia Business School",2022/3/18,Review of Finance,"Dissemination, Publication, and Impact of Finance Research: When Novelty Meets Conventionality*",27,https://academic.oup.com/rof/article/27/1/79/6550516,,,,,,
"Dangl, Thomas; Wu, Youchang",Vienna University of Technology and; University of Wisconsin-Madison,2015/2/26,Review of Finance,Corporate Investment over the Business Cycle *,20,https://academic.oup.com/rof/article/20/1/337/2461278,,,,,,
"Daniel, Kent D; Hirshleifer, David","Columbia Business School, and NBER; Merage School of Business, UC Irvine, and NBER",2018/4/19,Review of Finance,A Theory of Costly Sequential Bidding*,22,https://academic.oup.com/rof/article/22/5/1631/4977838,,,,,,
"Dass, Nishant; Kale, Jayant R.; Nanda, Vikram","Georgia Institute of Technology,; Northeastern University, and; Rutgers University Business School",2014/9/13,Review of Finance,"Trade Credit, Relationship-specific Investment, and Product Market Power*",19,https://academic.oup.com/rof/article/19/5/1867/1586806,,,,,,
"Dass, Nishant; Nanda, Vikram; Park, Haemin Dennis; Xiao, Steven Chong","Claremont McKenna College; Naveen Jindal School of Management, University of Texas at Dallas; Naveen Jindal School of Management, University of Texas at Dallas; Naveen Jindal School of Management, University of Texas at Dallas",2020/11/5,Review of Finance,Intellectual Property Protection and Financial Markets: Patenting versus Secrecy*,25,https://academic.oup.com/rof/article/25/3/669/5956841,,,,,,
"Davis, Morris A; Larson, William D; Oliner, Stephen D; Smith, Benjamin R","Rutgers University , Newark, NJ,  USA; Federal Housing Finance Agency , Washington, DC,  USA; American Enterprise Institute , Washington, DC,  USA; University of Pennsylvania , Philadelphia, PA,  USA",2022/5/17,Review of Finance,A Quarter Century of Mortgage Risk*,27,https://academic.oup.com/rof/article/27/2/581/6586810,,,,,,
"De Angelis, David; Grinstein, Yaniv","Rice University, Cornell University and IDC; Rice University, Cornell University and IDC",2014/4/8,Review of Finance,Performance Terms in CEO Compensation Contracts*,19,https://academic.oup.com/rof/article/19/2/619/1582814,,,,,,
"de Jong, Abe; Naumovska, Ivana","Rotterdam School of Management, Erasmus University,  University of Groningen, and; INSEAD",2015/9/1,Review of Finance,A Note on Event Studies in Finance and Management Research*,20,https://academic.oup.com/rof/article/20/4/1659/1752967,,,,,,
"De Jonghe, Olivier; Dewachter, Hans; Mulier, Klaas; Ongena, Steven; Schepens, Glenn","National Bank of Belgium and CentER, Tilburg University; National Bank of Belgium; Ghent University and National Bank of Belgium; University of Zurich, SFI, and CEPR; European Central Bank",2019/1/3,Review of Finance,Some Borrowers Are More Equal than Others: Bank Funding Shocks and Credit Reallocation*,24,https://academic.oup.com/rof/article/24/1/1/5272506,,,,,,
"de Roon, Frans; Karehnke, Paul",1 Tilburg University; 2 The University of New South Wales,2016/8/4,Review of Finance,A Simple Skewed Distribution with Asset Pricing Applications*,21,https://academic.oup.com/rof/article/21/6/2169/2670116,,,,,,
"de Roon, Frans; Karehnke, Paul",1 Tilburg University; 2 The University of New South Wales,2017/10/30,Review of Finance,Addendum: A Simple Skewed Distribution with Asset Pricing Applications,21,https://academic.oup.com/rof/article/21/6/2401/4579619,,,,,,
"DeAngelo, Harry; Gonçalves, Andrei S; Stulz, René M","Marshall School of Business, University of Southern California ,  USA; Fisher College of Business, The Ohio State University ,  USA; Fisher College of Business, The Ohio State University, NBER, and ECGI ,  USA",2022/7/5,Review of Finance,Leverage and Cash Dynamics*,26,https://academic.oup.com/rof/article/26/5/1101/6631244,,,,,,
"Delatte, Anne-Laure; Fouquau, Julien; Portes, Richard","1 CNRS, OFCE, CEPR; 2 ESCP EUROPE, Labex ReFi; 3 London Business School, European University Institute, CEPR and NBER",2016/10/7,Review of Finance,Regime-Dependent Sovereign Risk Pricing During the Euro Crisis*,21,https://academic.oup.com/rof/article/21/1/363/2670359,,,,,,
"Delis, Manthos D.; Hasan, Iftekhar; Kazakis, Pantelis","Surrey Business School, University of Surrey, Fordham University and Bank of Finland and Department of Economics, The Ohio State University; Surrey Business School, University of Surrey, Fordham University and Bank of Finland and Department of Economics, The Ohio State University; Surrey Business School, University of Surrey, Fordham University and Bank of Finland and Department of Economics, The Ohio State University",2013/10/3,Review of Finance,Bank Regulations and Income Inequality: Empirical Evidence*,18,https://academic.oup.com/rof/article/18/5/1811/1574038,,,,,,
"Delis, Manthos D.; Kokas, Sotirios; Ongena, Steven","1 University of Surrey,; 2 University of Essex, and; 3 University of Zurich",2016/2/10,Review of Finance,Bank Market Power and Firm Performance*,21,https://academic.oup.com/rof/article/21/1/299/2670010,,,,,,
"Delis, Manthos D; Hong, Sizhe; Paltalidis, Nikos; Philip, Dennis","Montpellier Business School; Durham University Business School, Durham University; Durham University Business School, Durham University; Durham University Business School, Durham University",2021/9/22,Review of Finance,Forward Guidance and Corporate Lending,26,https://academic.oup.com/rof/article/26/4/899/6373909,,,,,,
"Demirci, Irem; Gurun, Umit G; Yönder, Erkan","Nova School of Business and Economics; University of Texas at Dallas; John Molson School of Business, Concordia University",2019/6/21,Review of Finance,Shuffling through the Bargain Bin: Real-Estate Holdings of Public Firms*,24,https://academic.oup.com/rof/article/24/3/647/5521410,,,,,,
"Deng, Yongheng; Morck, Randall; Wu, Jing; Yeung, Bernard","National University of Singapore, University of Alberta, and Tsinghua University; National University of Singapore, University of Alberta, and Tsinghua University; National University of Singapore, University of Alberta, and Tsinghua University; National University of Singapore, University of Alberta, and Tsinghua University",2014/6/20,Review of Finance,China?�s Pseudo-monetary Policy*,19,https://academic.oup.com/rof/article/19/1/55/1631027,,,,,,
"Derrien, François; Dessaint, Olivier","HEC Paris; Rotman School of Management, University of Toronto",2018/1/8,Review of Finance,The Effects of Investment Bank Rankings: Evidence from M&amp;A League Tables*,22,https://academic.oup.com/rof/article/22/4/1375/4793234,,,,,,
"Detzel, Andrew; Strauss, Jack",University of Denver; University of Denver,2017/7/10,Review of Finance,Combination Return Forecasts and Portfolio Allocation with the Cross-Section of Book-to-Market Ratios*,22,https://academic.oup.com/rof/article/22/5/1949/3947938,,,,,,
"Deuskar, Prachi; Kumar, Nitin; Poland, Jeramia Allan","Indian School of Business; Indian School of Business    Center for Financial Policy, Robert H. Smith School of Business, University of Maryland; Independent Scholar",2020/2/19,Review of Finance,Signal on the Margin: Behavior of Levered Investors and Future Economic Conditions*,24,https://academic.oup.com/rof/article/24/5/1039/5740590,,,,,,
"Dewenter, Kathryn L; Han, Xi; Koski, Jennifer L",University of Washington; San Francisco State University; University of Washington,2017/6/22,Review of Finance,Who Wins When Exchanges Compete?* Evidence from Competition after Euro Conversion,22,https://academic.oup.com/rof/article/22/6/2037/3884434,,,,,,
"Di Maggio, Marco; Pagano, Marco","Harvard Business School and NBER; Universit? di Napoli Federico II, CSEF, EIEF and CEPR",2017/3/13,Review of Finance,Financial Disclosure and Market Transparency with Costly Information Processing*,22,https://academic.oup.com/rof/article/22/1/117/3067341,,,,,,
"Dierker, Martin; Kim, Jung-Wook; Lee, Jason; Morck, Randall","Korea Advanced Institute of Science and Technology (KAIST),; Seoul National University, and; University of Alberta; University of Alberta",2015/8/28,Review of Finance,Investors??Interacting Demand and Supply Curves for Common Stocks*,20,https://academic.oup.com/rof/article/20/4/1517/1753400,,,,,,
"Dilly, Mark; Mählmann, Thomas",Catholic University of Eichstätt-Ingolstadt; Catholic University of Eichstätt-Ingolstadt,2015/6/20,Review of Finance,Is There a ?�Boom Bias??in Agency Ratings? *,20,https://academic.oup.com/rof/article/20/3/979/2461255,,,,,,
"Dimmock, Stephen G.; Gerken, William C.",Nanyang Technological University and; University of Kentucky,2015/6/8,Review of Finance,Regulatory Oversight and Return Misreporting by Hedge Funds *,20,https://academic.oup.com/rof/article/20/2/795/2461440,,,,,,
"Dingeç, Kemal Dinçer; Sak, Halis; Hörmann, Wolfgang","Bo?aziçi University, Yeditepe University, and Bo?aziçi University; Bo?aziçi University, Yeditepe University, and Bo?aziçi University; Bo?aziçi University, Yeditepe University, and Bo?aziçi University",2014/3/6,Review of Finance,Variance Reduction for Asian Options under a General Model Framework*,19,https://academic.oup.com/rof/article/19/2/907/1580917,,,,,,
"Disatnik, David; Duchin, Ran; Schmidt, Breno","The Leon Recanati Graduate School of Business Administration, Tel Aviv University, Foster School of Business, University of Washington, and Goizueta Business School, Emory University; The Leon Recanati Graduate School of Business Administration, Tel Aviv University, Foster School of Business, University of Washington, and Goizueta Business School, Emory University; The Leon Recanati Graduate School of Business Administration, Tel Aviv University, Foster School of Business, University of Washington, and Goizueta Business School, Emory University",2013/4/5,Review of Finance,Cash Flow Hedging and Liquidity Choices*,18,https://academic.oup.com/rof/article/18/2/715/1578242,,,,,,
"Dittmann, Ingolf; Yu, Ko-Chia; Zhang, Dan","1 Erasmus University Rotterdam; 2 National Chung Cheng University,; 3 BI Norwegian Business School",2017/6/23,Review of Finance,How Important Are Risk-Taking Incentives in Executive Compensation?*,21,https://academic.oup.com/rof/article/21/5/1805/3886046,,,,,,
"Dobrynskaya, Victoria","National Research University Higher School of Economics, Center for Empirical Finance at Russian Presidential Academy of National Economy and Public Administration, and London School of Economics",2014/2/24,Review of Finance,Downside Market Risk of Carry Trades*,18,https://academic.oup.com/rof/article/18/5/1885/1575706,,,,,,
"Doerr, Sebastian",Bank for International Settlements,2021/2/15,Review of Finance,"Stress Tests, Entrepreneurship, and Innovation*",25,https://academic.oup.com/rof/article/25/5/1609/6136190,,,,,,
"Doherty, Neil A.; Laux, Christian; Muermann, Alexander","The Wharton School, University of Pennsylvania and WU (Vienna University of Economics and Business) and Vienna Graduate School of Finance; The Wharton School, University of Pennsylvania and WU (Vienna University of Economics and Business) and Vienna Graduate School of Finance; The Wharton School, University of Pennsylvania and WU (Vienna University of Economics and Business) and Vienna Graduate School of Finance",2013/12/30,Review of Finance,Insuring Nonverifiable Losses*,19,https://academic.oup.com/rof/article/19/1/283/1629849,,,,,,
"Doidge, Craig; Dyck, Alexander; Mahmudi, Hamed; Virani, Aazam","Rotman School of Management,  University of Toronto; Rotman School of Management,  University of Toronto; Lerner College of Business and Economics,  University of Delaware; Eller College of Management,  University of Arizona",2019/5/17,Review of Finance,Collective Action and Governance Activism*,23,https://academic.oup.com/rof/article/23/5/893/5490845,,,,,,
"Driessen, Joost; Lin, Tse-Chun; Van Hemert, Otto","1 Tilburg University, University of Hong Kong, and IMC Asset Management; 1 Tilburg University, University of Hong Kong, and IMC Asset Management; 1 Tilburg University, University of Hong Kong, and IMC Asset Management",2011/8/24,Review of Finance,How the 52-Week High and Low Affect Option-Implied Volatilities and Stock Return Moments*,17,https://academic.oup.com/rof/article/17/1/369/1580221,,,,,,
"Du, Zijia; Huang, Alan Guoming; Wermers, Russ; Wu, Wenfeng","Shanghai Jiao Tong University ,  China; University of Waterloo ,  Canada; University of Maryland, USA; Shanghai Jiao Tong University ,  China",2021/12/20,Review of Finance,Language and Domain Specificity: A Chinese Financial Sentiment Dictionary*,26,https://academic.oup.com/rof/article/26/3/673/6470575,,,,,,
"Duarte, Jefferson; Kong, Katie; Siegel, Stephan; Young, Lance","Rice University, University of Washington; Rice University, University of Washington; Rice University, University of Washington; Rice University, University of Washington",2013/4/5,Review of Finance,The Impact of the Sarbanes?�Oxley Act on Shareholders and Managers of Foreign Firms*,18,https://academic.oup.com/rof/article/18/1/417/1617751,,,,,,
"Dubois, Michel; Fresard, Laurent; Dumontier, Pascal","University of Neuchâtel, University of Maryland, and University of Grenoble; University of Neuchâtel, University of Maryland, and University of Grenoble; University of Neuchâtel, University of Maryland, and University of Grenoble",2013/6/18,Review of Finance,Regulating Conflicts of Interest: The Effect of Sanctions and Enforcement*,18,https://academic.oup.com/rof/article/18/2/489/1579080,,,,,,
"Duong, Truong X; Huszár, Zsuzsa R; Tan, Ruth S K; Zhang, Weina","1 Iowa State University Ames; 2 NUS Business School, National University of Singapore,   3 Risk Management Institute (RMI) and the Institute of Real Estate Studies (IRES); 2 NUS Business School, National University of Singapore,; 2 NUS Business School, National University of Singapore,   3 Risk Management Institute (RMI) and the Institute of Real Estate Studies (IRES)",2017/1/9,Review of Finance,The Information Value of Stock Lending Fees: Are Lenders Price Takers?*,21,https://academic.oup.com/rof/article/21/6/2353/2877115,,,,,,
"Dursun-de Neef, H ?zlem",Goethe University Frankfurt,2018/1/24,Review of Finance,The Transmission of Bank Liquidity Shocks: Evidence from House Prices*,23,https://academic.oup.com/rof/article/23/3/629/4823524,,,,,,
"Dyakov, Teodor; Jiang, Hao; Verbeek, Marno","School of Business and Economics, Vrije Universiteit Amsterdam and Tinbergen Institute; Broad College of Business, Michigan State University; Rotterdam School of Management, Erasmus University Rotterdam",2019/7/30,Review of Finance,Trade Less and Exit Overcrowded Markets: Lessons from International Mutual Funds*,24,https://academic.oup.com/rof/article/24/3/677/5540328,,,,,,
"Dyck, A.; Pomorski, L.","Rotman School of Management, University of Toronto and; AQR Capital Management, LLC",2015/7/20,Review of Finance,Investor Scale and Performance in Private Equity Investments *,20,https://academic.oup.com/rof/article/20/3/1081/2461347,,,,,,
"Døskeland, Trond; Kvaerner, Jens Soerlie",Norwegian School of Economics; Tilburg University,2021/8/23,Review of Finance,Cancer and Portfolio Choice: Evidence from Norwegian Register Data*,26,https://academic.oup.com/rof/article/26/2/407/6356534,,,,,,
"Easley, David; Michayluk, David; O?�Hara, Maureen; Putni?š, T?lis J",Cornell University; University of Technology Sydney,2021/8/5,Review of Finance,The Active World of Passive Investing*,25,https://academic.oup.com/rof/article/25/5/1433/6342430,,,,,,
"Eckbo, B Espen; Kisser, Michael","Tuck School of Business at Dartmouth    European Corporate Governance Institute (ECGI)    Norwegian School of Economics (NHH), and; BI Norwegian Business School",2020/7/14,Review of Finance,Tradeoff Theory and Leverage Dynamics of High-Frequency Debt Issuers*,25,https://academic.oup.com/rof/article/25/2/275/5871361,,,,,,
"Eckbo, B Espen; Kisser, Michael",Tuck School of Business at Dartmouth    Norwegian School of Economics (NHH)    European Corporate Governance Institute (ECGI); BI Norwegian Business School,2020/11/5,Review of Finance,The Leverage?�Profitability Puzzle Resurrected*,25,https://academic.oup.com/rof/article/25/4/1089/5956840,,,,,,
"Edmans, Alex; Heinle, Mirko S.; Huang, Chong","1 LBS, CEPR, and ECGI,; 2 Wharton, and; 3 UC Irvine",2016/6/30,Review of Finance,The Real Costs of Financial Efficiency When Some Information Is Soft,20,https://academic.oup.com/rof/article/20/6/2151/2418146,,,,,,
"Edmans, Alex; Kacperczyk, Marcin","London Business School ,  UK    CEPR ,  UK    ECGI ,  Belgium; CEPR ,  UK    Imperial College London ,  UK",2022/10/29,Review of Finance,Sustainable Finance,26,https://academic.oup.com/rof/article/26/6/1309/6780005,,,,,,
"Efing, Matthias",HEC Paris,2019/8/22,Review of Finance,Reaching for Yield in the ABS Market: Evidence from German Bank Investments*,24,https://academic.oup.com/rof/article/24/4/929/5540329,,,,,,
"Ehm, Christian; Kaufmann, Christine; Weber, Martin",University of Mannheim; University of Mannheim; University of Mannheim,2013/9/3,Review of Finance,"Volatility Inadaptability: Investors Care About Risk, but Cannot Cope with Volatility*",18,https://academic.oup.com/rof/article/18/4/1387/1607023,,,,,,
"Ehrmann, Michael; Jansen, David-Jan",Bank of Canada and; De Nederlandsche Bank,2015/7/14,Review of Finance,It Hurts (Stock Prices) When Your Team is about to Lose a Soccer Match *,20,https://academic.oup.com/rof/article/20/3/1215/2461351,,,,,,
"El Ghoul, Sadok; Guedhami, Omrane; Kwok, Chuck; Zheng, Xiaolan",University of Alberta; University of South Carolina; University of South Carolina; Nottingham University Business School (NUBS) China,2017/1/20,Review of Finance,Zero-Leverage Puzzle: An International Comparison*,22,https://academic.oup.com/rof/article/22/3/1063/2930762,,,,,,
"Ellul, Andrew; Jappelli, Tullio; Pagano, Marco; Panunzi, Fausto","Kelley School of Business, Indiana University, CEPR, CSEF and ECGI,; University of Naples Federico II, CSEF, CEPR and ECGI,; University of Naples Federico II, CSEF, EIEF, CEPR and ECGI, and; Bocconi University, IGIER, CEPR and ECGI",2015/4/11,Review of Finance,"Transparency, Tax Pressure, and Access to Finance *",20,https://academic.oup.com/rof/article/20/1/37/2461316,,,,,,
"Elsas, Ralf; Flannery, Mark J.; Garfinkel, Jon A.","Institute for Finance and Banking, LMU München, Department of Finance, University of Florida and Department of Finance, University of Iowa; Institute for Finance and Banking, LMU München, Department of Finance, University of Florida and Department of Finance, University of Iowa; Institute for Finance and Banking, LMU München, Department of Finance, University of Florida and Department of Finance, University of Iowa",2013/8/26,Review of Finance,Financing Major Investments: Information about Capital Structure Decisions*,18,https://academic.oup.com/rof/article/18/4/1341/1607826,,,,,,
"Elton, Edwin J.; Gruber, Martin J.; Blake, Christopher R.","Stern School of Business, New York University, Graduate School of Business Administration, Fordham University; Stern School of Business, New York University, Graduate School of Business Administration, Fordham University; Stern School of Business, New York University, Graduate School of Business Administration, Fordham University",2013/9/11,Review of Finance,The Performance of Separate Accounts and Collective Investment Trusts*,18,https://academic.oup.com/rof/article/18/5/1717/1573961,,,,,,
"Engle, Robert; Figlewski, Stephen",NYU Stern School of Business; NYU Stern School of Business,2014/5/30,Review of Finance,Modeling the Dynamics of Correlations among Implied Volatilities*,19,https://academic.oup.com/rof/article/19/3/991/1597448,,,,,,
"Engle, Robert; Jondeau, Eric; Rockinger, Michael","Volatility Institute, Stern School of Business, New York University, Faculty of Business and Economics (HEC Lausanne), University of Lausanne, and Swiss Finance Institute; Volatility Institute, Stern School of Business, New York University, Faculty of Business and Economics (HEC Lausanne), University of Lausanne, and Swiss Finance Institute; Volatility Institute, Stern School of Business, New York University, Faculty of Business and Economics (HEC Lausanne), University of Lausanne, and Swiss Finance Institute",2014/3/29,Review of Finance,Systemic Risk in Europe*,19,https://academic.oup.com/rof/article/19/1/145/1630980,,,,,,
"Erdogan, Oral; Bennett, Paul; Ozyildirim, Cenktan","Piri Reis University, Fordham University, and Istanbul Bilgi University; Piri Reis University, Fordham University, and Istanbul Bilgi University; Piri Reis University, Fordham University, and Istanbul Bilgi University",2014/1/17,Review of Finance,Recession Prediction Using Yield Curve and Stock Market Liquidity Deviation Measures,19,https://academic.oup.com/rof/article/19/1/407/1630574,,,,,,
"Eriksen, Kristoffer W.; Kvaløy, Ola",,2016/4/25,Review of Finance,"No Guts, No Glory: An Experiment on Excessive Risk-Taking*",21,https://academic.oup.com/rof/article/21/3/1327/2670044,,,,,,
"Erlenmaier, Ulrich; Gersbach, Hans","German Banking Industry and CER-ETH?�Center of Economic Research at ETH Zurich, SWITZERLAND; German Banking Industry and CER-ETH?�Center of Economic Research at ETH Zurich, SWITZERLAND",2013/10/13,Review of Finance,Default Correlations in the Merton Model*,18,https://academic.oup.com/rof/article/18/5/1775/1573857,,,,,,
"Ersahin, Nuri; Irani, Rustom M","Eli Broad College of Business, Michigan State University; Gies College of Business, University of Illinois at Urbana?�Champaign",2018/11/16,Review of Finance,Collateral Shocks and Corporate Employment*,24,https://academic.oup.com/rof/article/24/1/163/5184902,,,,,,
"Eun, Cheol S.; Wang, Lingling",Georgia Institute of Technology and; Tulane University,2015/5/7,Review of Finance,International Sourcing and Capital Structure *,20,https://academic.oup.com/rof/article/20/2/535/2461275,,,,,,
