Author,Affiliation,Publication Date,Journal Title,Title,Volume,Issue,URL
Christian Biener; Andreas Landmann; Maria Isabel Santana,"University of St. Gallen, Girtannerstrasse 6, St. Gallen CH-9010, Switzerland; University of Göttingen, Platz der Göttinger Sieben 3, Göttingen 37073, Germany; University of East Anglia, Norwich Research Park, Norwich NR4 7TJ, United Kingdom of Great Britain and Northern Ireland",2019/07/01,Journal of Public Economics,Contract nonperformance risk and uncertainty in insurance markets,175.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300660
Noriaki Matsushima; Ryusuke Shinohara,"Institute of Social and Economic Research, Osaka University, Mihogaoka 6-1, Ibaraki, Osaka 567-0047, Japan; Department of Economics, Hosei University, 4342 Aihara-machi, Machida, Tokyo 194-0298, Japan",2019/07/01,Journal of Public Economics,Pre-negotiation commitment and internalization in public good provision through bilateral negotiations,175.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300416
Samuel A. Kleiner,"Bureau of Economics, Federal Trade Commission, 600 Pennsylvania Avenue, NW, Washington, D.C. 20580, United States of America.",2019/07/01,Journal of Public Economics,Hospital treatment and patient outcomes: Evidence from capacity constraints,175.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930043X
,,2019/08/01,Journal of Public Economics,Editorial Board,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301033
,,2019/08/01,Journal of Public Economics,In Memoriam,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301069
Anderson Frey,"Department of Political Science, University of Rochester, Harkness Hall, 320B, Rochester, NY 14627, United States of America",2019/08/01,Journal of Public Economics,"Cash transfers, clientelism, and political enfranchisement: Evidence from Brazil",176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300672
Giovanni Mastrobuoni,"University of Torino (ESOMAS), Italy; University of Essex (UK)",2019/08/01,Journal of Public Economics,Police disruption and performance: Evidence from recurrent redeployments within a city,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300684
Hanming Fang; Quanlin Gu; Li-An Zhou,"Department of Economics, University of Pennsylvania, 133 S. 36th Street, Philadelphia, PA 19104, United States of America; China Center for Internet Economy Research, Central University of Finance and Economics, Beijing, 100081, China; National Bureau of Economic Research, United States of America; Department of Applied Economics, Guanghua School of Management, Peking University, Beijing 100871, China; School of Entrepreneurship and Management, ShanghaiTech University, Shanghai 201210, China",2019/08/01,Journal of Public Economics,The gradients of power: Evidence from the Chinese housing market,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300775
Lukas Menkhoff; Jakob Miethe,"Humboldt-University Berlin, Berlin, Germany",2019/08/01,Journal of Public Economics,Tax evasion in new disguise? Examining tax havens' international bank deposits,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300817
Eric Maskin; Jean Tirole,"Higher School of Economics, Moscow, Russia; Harvard University, Littauer Center, 1805 Cambridge Street, Cambridge, MA 02138, United States of America; Toulouse School of Economics (TSE) and Institute for Advanced Study in Toulouse (IAST), University of Toulouse Capitole, France; Manufacture des Tabacs, 21 allee de Brienne, Toulouse cedex 6 Fr 31015, France",2019/08/01,Journal of Public Economics,Pandering and pork-barrel politics,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300647
Jan Abrell; Sebastian Rausch; Clemens Streitberger,"Department of Management, Technology and Economics, ETH Zurich, Switzerland; Center for Economic Research at ETH (CER-ETH), Switzerland; Massachusetts Institute of Technology, Joint Program on the Science and Policy of Global Change, USA; ZHAW Zurich University of Applied Sciences, Switzerland",2019/08/01,Journal of Public Economics,The economics of renewable energy support,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300805
Daniel Kreisman; Matthew P. Steinberg,"Georgia State University, United States of America; George Mason University, United States of America",2019/08/01,Journal of Public Economics,The effect of increased funding on student achievement: Evidence from Texas's small district adjustment,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300623
Jean Hindriks; Valerio Serse,,2019/08/01,Journal of Public Economics,Heterogeneity in the tax pass-through to spirit retail prices: Evidence from Belgium,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300933
Wiji Arulampalam; Michael P. Devereux; Federica Liberini,"Department of Economics, University of Warwick, Coventry CV4 7AL, UK; Oxford University Centre for Business Taxation, Said Business School, Oxford OX1 1HP, UK; IZA, Germany; Oslo Fiscal Studies, Oslo, Norway; ETH Zürich, MTEC, Zürich 8092, Switzerland",2019/08/01,Journal of Public Economics,Taxes and the location of targets,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300787
Jennifer M. Alix-Garcia; Katharine R.E. Sims; Daniel J. Phaneuf,"Department of Applied Economics, Oregon State University, Corvallis, OR, USA; Department of Economics, Amherst College, Amherst, MA, USA; Department of Agricultural and Applied Economics, University of Wisconsin-Madison, Madison, WI, USA",2019/08/01,Journal of Public Economics,Using referenda to improve targeting and decrease costs of conditional cash transfers,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300799
Tuomo Suhonen; Hannu Karhunen,"VATT Institute for Economic Research, Finland; Labour Institute for Economic Research, Finland; Statistics Finland, Finland; Jyväskylä University School of Business and Economics, Finland",2019/08/01,Journal of Public Economics,The intergenerational effects of parental higher education: Evidence from changes in university accessibility,176.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300945
,,2019/09/01,Journal of Public Economics,Editorial Board,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301203
Susanne Steiginga,,2019/09/01,Journal of Public Economics,Publisher’s Note,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301215
Eric Ohrn; Nathan Seegert,"Department of Economics, Grinnell College, 1210 Park St. Grinnell, IA 50112, United States of America; Department of Finance, University of Utah, 1655 East Campus Center Drive, Salt Lake City, UT 84112, United States of America",2019/09/01,Journal of Public Economics,The impact of investor-level taxation on mergers and acquisitions,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300908
Raúl Bajo-Buenestado; Miguel Ángel Borrella-Mas,"Department of Economics, University of Navarra, Edificio Amigos, Pamplona 31009, Spain; Baker Institute for Public Policy, Rice University, United States of America",2019/09/01,Journal of Public Economics,Passing-through taxes beyond borders with a cobra effect,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300921
Martin Ravallion; Shaohua Chen,"Department of Economics, Georgetown University, Washington, DC, USA; Development Research Group, World Bank, Washington, DC, USA",2019/09/01,Journal of Public Economics,Global poverty measurement when relative income matters,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300982
Jean Guillaume Forand,"Department of Economics, University of Waterloo, Hagey Hall of Humanities, Waterloo, Ontario N2L 3G1, Canada",2019/09/01,Journal of Public Economics,Civil service and the growth of government,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300970
Paul Dolan; Georgios Kavetsos; Christian Krekel; Dimitris Mavridis; Robert Metcalfe; Claudia Senik; Stefan Szymanski; Nicolas R. Ziebarth,"London School of Economics, United Kingdom of Great Britain and Northern Ireland; Centre for Economic Performance, London School of Economics, United Kingdom of Great Britain and Northern Ireland; Queen Mary University of London, United Kingdom of Great Britain and Northern Ireland; The World Bank, United States of America; Boston University, United States of America; NBER, United States of America; Paris School of Economics, France; Sorbonne-Université, France; University of Michigan, United States of America; Cornell University, United States of America",2019/09/01,Journal of Public Economics,Quantifying the intangible impact of the Olympics using subjective well-being data,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300957
Shantanu Bagchi,"Department of Economics, Towson University, 8000 York Road, Towson, MD 21252, United States of America",2019/09/01,Journal of Public Economics,Differential mortality and the progressivity of social security,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300969
Rolf Aaberge; Eugenio Peluso; Henrik Sigstad,"Department of Social Statistics, Statistics Norway, P.O.B. 8231 Dep., N-0033 Oslo, Norway; ESOP, Department of Economics, University of Oslo, Oslo, Norway; Luxembourg Institute of Socio-Economic Research (LISER), Luxembourg; Department of Economics, University of Verona, Vicolo Campofiore, 2, 37129 Verona, Italy; Department of Economics, Harvard University, United States of America",2019/09/01,Journal of Public Economics,The dual approach for measuring multidimensional deprivation: Theory and empirical evidence,177.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930088X
Marius Brülhart; Mario Jametti,"Department of Economics, Faculty of Business and Economics (HEC), University of Lausanne, Lausanne 1015, Switzerland; Centre for Economic Policy Research, London, United Kingdom; Institute of Economics (IdEP), Università della Svizzera italiana, Lugano 6904, Switzerland; CESifo, Munich, Germany",2019/09/01,Journal of Public Economics,Does tax competition tame the Leviathan?,177.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719300891
James Andreoni; Michael A. Kuhn; John A. List; Anya Samek; Kevin Sokal; Charles Sprenger,"Department of Economics, 9500 Gilman Drive #0508, La Jolla CA 92093-0508 USA; NBER, 1050 Massachusetts Avenue, Cambridge MA 02138 USA; Department of Economics, 1285 University of Oregon, Eugene OR 97403-1285 USA; The Kenneth C. Griffin Department of Economics, 1126 E. 59th Street, Chicago IL 60637 USA; Center for Economic and Social Research, 635 Downey Way, Los Angeles CA 90089 USA",2019/09/01,Journal of Public Economics,Toward an understanding of the development of time preferences: Evidence from field experiments,177.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930091X
,,2019/10/01,Journal of Public Economics,Editorial Board,178.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301537
Casey Rothschild,"Wellesley College, 106 Central Street, Wellesley, MA 02481, United States of America",2019/10/01,Journal of Public Economics,Screening with convex menus and optimal flow taxation,178.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301136
Yi Lu; Julie Shi; Wanyu Yang,"School of Economics and Management, Tsinghua University, Beijing 100084, China; School of Economics, Peking University, Beijing 100084, China; Institute for Advanced Economic Research, Dongbei University of Finance and Economics, 116000, China",2019/10/01,Journal of Public Economics,Expenditure response to health insurance policies: Evidence from kinks in rural China,178.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301100
Attila Ambrus; Ben Greiner,"Duke University, Department of Economics, Durham, NC 27708; Wirtschaftsuniversität Wien, Institute for Markets and Strategy, Welthandelsplatz 1, Vienna 1020, Austria; University of New South Wales",2019/10/01,Journal of Public Economics,"Individual, Dictator, and Democratic punishment in public good games with perfect and imperfect observability",178.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301148
Diane Alexander; Janet Currie; Molly Schnell,"Federal Reserve Bank of Chicago, 230 South LaSalle Street, Chicago, IL 60604, United States of America; Princeton University, Julis Romo Rabinowitz Building, Princeton, NJ 08544, United States of America; Northwestern University, 2211 Campus Drive, Evanston, IL 60208, United States of America; NBER, United States of America",2019/10/01,Journal of Public Economics,Check up before you check out: Retail clinics and emergency room use,178.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301112
Damien Bol; Konstantinos Matakos; Orestis Troumpounis; Dimitrios Xefteris,"Quantitative Political Economy Group, Department of Political Economy, King's College London, Bush House NE, 30 Aldwych, London WC2B 4BG, UK; Department of Economics and Managment, University of Padova, via Del Santo 33, 35137, Italy; Department of Economics, Lancaster University Managment School, Bailrigg, LA1 4YX Lancaster, I; Department of Economics, University of Cyprus, PO Box 20537, Nicosia 1678, Cyprus",2019/10/01,Journal of Public Economics,"Electoral rules, strategic entry and polarization",178.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301264
Haris Tabakovic; Thomas G. Wollmann,"Harvard Business School and The Brattle Group, Soldiers Field Road, Boston, MA 02163, United States of America; University of Chicago Booth School of Business, 5807 South Woodlawn Avenue, Chicago, IL 60637, United States of America",2019/10/01,Journal of Public Economics,The impact of money on science: Evidence from unexpected NCAA football outcomes,178.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301276
,,2019/11/01,Journal of Public Economics,Editorial Board,179.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930163X
Helios Herrera; Aniol Llorente-Saguer; Joseph C. McMurray,"University of Warwick, United Kingdom; CEPR, London, United Kingdom; Queen Mary University of London, United Kingdom; Brigham Young University, United States of America",2019/11/01,Journal of Public Economics,Information aggregation and turnout in proportional representation: A laboratory experiment,179.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301124
Colin Gray,"MIT, Economics, United States of America",2019/11/01,Journal of Public Economics,Leaving benefits on the table: Evidence from SNAP,179.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930115X
Benoît Tarroux,,2019/11/01,Journal of Public Economics,The value of tax progressivity: Evidence from survey experiments,179.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930129X
Yoo-Mi Chin; Scott Cunningham,"Baylor University, United States of America",2019/11/01,Journal of Public Economics,Revisiting the effect of warrantless domestic violence arrest laws on intimate partner homicides,179.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301331
Thiess Buettner; Katharina Erbe; Veronika Grimm,"FAU, Germany; CESifo, Germany",2019/11/01,Journal of Public Economics,Tax planning of married couples and intra-household income inequality,179.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301070
Radha Iyengar,,2019/11/01,Journal of Public Economics,"Corrigendum to “Does the certainty of arrest reduce domestic violence? Evidence from mandatory and recommended arrest laws” [JPubEc 93(1-2), pp. 85-89]",179.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301598
,,2019/12/01,Journal of Public Economics,Editorial Board,180.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301811
Dario Sansone,"University of Exeter, United Kingdom of Great Britain and Northern Ireland; Vanderbilt University, United States of America",2019/12/01,Journal of Public Economics,"Pink work: Same-sex marriage, employment and discrimination",180.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301471
Emiliano Huet-Vaughn; Andrea Robbett; Matthew Spitzer,"Department of Economics, Pomona College, Carnegie Building Room 205, 425 N. College Avenue, Claremont, CA 91711, United States of America; Department of Economics, Middlebury College, United States of America; Mathematica Policy Research, United States of America",2019/12/01,Journal of Public Economics,A taste for taxes: Minimizing distortions using political preferences,180.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301161
Eric Ohrn,"Department of Economics, Grinnell College, 1226 Park St., Grinnell, IA 50112, United States of America",2019/12/01,Journal of Public Economics,The effect of tax incentives on U.S. manufacturing: Evidence from state accelerated depreciation policies,180.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301458
Audinga Baltrunaite; Alessandra Casarico; Paola Profeta; Giulia Savio,"Bank of Italy, Italy; Bocconi University and Dondena Research Center, Italy; CESifo, Germany; Università della Svizzera italiana, Switzerland",2019/12/01,Journal of Public Economics,Let the voters choose women,180.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930146X
Simon Rabaté,,2019/12/01,Journal of Public Economics,Can I stay or should I go? Mandatory retirement and the labor-force participation of older workers,180.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301392
Rolf Aaberge; Lasse Eika; Audun Langørgen; Magne Mogstad,"Research Department, Statistics Norway, Norway; Department of Economics, University of Chicago, United States; National Bureau of Economic Research, United States",2019/12/01,Journal of Public Economics,"Local governments, in-kind transfers, and economic inequality",180.0,0,https://www.sciencedirect.com/science/article/pii/S0047272718301907
,,2020/01/01,Journal of Public Economics,Editorial Board,181.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301963
Michael Luca; Deepak Malhotra; Christopher Poliquin,"Harvard Business School and NBER, United States of America; Harvard Business School, United States of America; UCLA Anderson School of Management, United States of America",2020/01/01,Journal of Public Economics,The impact of mass shootings on gun policy,181.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301446
Kai Gehring; Stephan A. Schneider,"University of Zurich, Affolternstrasse 56, Zurich CH-8050, Switzerland; ETH Zurich – KOF Swiss Economic Institute, Leonhardstrasse 21, Zurich CH-8092, Switzerland",2020/01/01,Journal of Public Economics,Regional resources and democratic secessionism,181.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301343
Jarkko Harju; Tuomas Kosonen; Joel Slemrod,"VATT Institute for Economic Research, Finland; Labour Institute for Economic Research, Finland; University of Michigan, United States of America",2020/01/01,Journal of Public Economics,Missing miles: Evasion responses to car taxes,181.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301707
Anne Boschini; Kristin Gunnarsson; Jesper Roine,"SOFI, Stockholm University, Sweden; Department of Economics, Uppsala University, Sweden; SITE and the Department of Economics, Stockholm School of Economics, Sweden",2020/01/01,Journal of Public Economics,Women in top incomes – Evidence from Sweden 1971–2017,181.0,0,https://www.sciencedirect.com/science/article/pii/S004727271930177X
Daniel I. Tannenbaum,"University of Nebraska, Department of Economics, P.O. Box 880489, Lincoln, NE 68588-0489, United States of America",2020/01/01,Journal of Public Economics,Does the disclosure of gun ownership affect crime? Evidence from New York,181.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301367
,,2020/02/01,Journal of Public Economics,Editorial Board,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300141
Lukas Mergele; Michael Weber,"Ifo Institute, Poschingerstrasse 5, München 81679, Germany; Ifo Institute, Dresden Branch, Einsteinstrasse 3, Dresden 01069, Germany",2020/02/01,Journal of Public Economics,Public employment services under decentralization: Evidence from a natural experiment,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301756
Oscar Barrera; Sergei Guriev; Emeric Henry; Ekaterina Zhuravskaya,"Paris School of Economics, France; Sciences Po, Paris, France",2020/02/01,Journal of Public Economics,"Facts, alternative facts, and fact checking in times of post-truth politics",182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301859
Håkan Selin; Laurent Simula,"Institute for Evaluation of Labour Market and Education Policy (IFAU), Uppsala, Sweden; University of Lyon, Ecole Normale Supérieure de Lyon, UMR GATE Lyon Saint-Etienne, France",2020/02/01,Journal of Public Economics,Income shifting as income creation?,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301422
Klaus Gugler; Michael Weichselbaumer; Christine Zulehner,"WU Vienna University of Economics and Business, Welthandelsplatz 1, A-1020 Vienna, Austria; University of Vienna, Oskar-Morgenstern-Platz 1, Vienna A-1090, Austria; Telecom Paris, France; WIFO Vienna, Austria; CEPR, United Kingdom",2020/02/01,Journal of Public Economics,Employment behavior and the economic crisis: Evidence from winners and runners-up in procurement auctions,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301744
Olga Malkova,"University of Kentucky, Department of Economics, Gatton College of Business and Economics, Lexington, KY 40506, United States of America",2020/02/01,Journal of Public Economics,Did Soviet elderly employment respond to financial incentives? Evidence from pension reforms,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301732
Patricia Funk; Stephan Litschig,"Department of Economics, Università della Svizzera italiana, Switzerland; National Graduate Institute for Policy Studies (GRIPS), Japan",2020/02/01,Journal of Public Economics,Policy choices in assembly versus representative democracy: Evidence from Swiss communes,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301847
Rudolf Kerschbamer; Daniel Müller,"University of Innsbruck, Austria",2020/02/01,Journal of Public Economics,Social preferences and political attitudes: An online experiment on a large heterogeneous sample,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301379
Johannes F Schmieder; Simon Trenkle,"Boston University, United States of America; NBER, United States of America; IZA, Germany; CESIfo, Germany; Institute for EmploymentResearch (IAB), Germany",2020/02/01,Journal of Public Economics,Disincentive effects of unemployment benefits and the role of caseworkers,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301574
Benoît S Y Crutzen; Sabine Flamand; Nicolas Sahuguet,"Department of Economics, Erasmus School of Economics, The Netherlands; Prof. Serra Húnter, Department of Economics and CREIP, Universitat Rovira i Virgili, Spain; Department of Applied Economics, HEC Montréal and CEPR, Canada",2020/02/01,Journal of Public Economics,"A model of a team contest, with an application to incentives under list proportional representation",182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301719
David Albouy; Peter Christensen; Ignacio Sarmiento-Barbieri,"University of Illinois, 431 Mumford Hall, 1301 W. Gregory, Urbana, IL 61801, United States of America; National Bureau of Economic Research, 1050 Massachussets Ave, Cambridge, MA 02138; Department of Economics, University of Illinois, 214 David Kinley Hall, 1407 W. Gregory Ave, Urbana, IL 61801",2020/02/01,Journal of Public Economics,Unlocking amenities: Estimating public good complementarity,182.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301720
,,2020/03/01,Journal of Public Economics,Editorial Board,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300311
Jonneke Bolhaar; Nadine Ketel; Bas van der Klaauw,"Netherlands Bureau for Economic Policy Analysis (CPB), Department of economics, VU Amsterdam, De Boelelaan 1105, Amsterdam, 1081 HV, The Netherlands; VU Amsterdam, University of Gothenburg, IZA, CEPR, Department of economics, VU Amsterdam, De Boelelaan 1105, Amsterdam, 1081 HV, The Netherlands; VU Amsterdam, Tinbergen Institute, Department of economics, VU Amsterdam, De Boelelaan 1105, 1081 HV, Amsterdam, The Netherlands",2020/03/01,Journal of Public Economics,Caseworker's discretion and the effectiveness of welfare-to-work programs,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301410
Miguel Almunia; Irem Guceri; Ben Lockwood; Kimberley Scharf,"CUNEF, Spain; Oxford University, Centre for Business Taxation, United Kingdom of Great Britain and Northern Ireland; University of Warwick, United Kingdom of Great Britain and Northern Ireland; University of Birmingham, United Kingdom of Great Britain and Northern Ireland",2020/03/01,Journal of Public Economics,More giving or more givers? The effects of tax incentives on charitable donations in the UK,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301768
Carolyn Abott; Vladimir Kogan; Stéphane Lavertu; Zachary Peskowitz,"Department of Government & Politics, St. John's University, United States of America; Department of Political Science, The Ohio State University, United States of America; John Glenn College of Public Affairs, The Ohio State University, United States of America; Department of Political Science, Emory University, United States of America",2020/03/01,Journal of Public Economics,School district operational spending and student outcomes: Evidence from tax elections in seven states,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300062
Katharine G. Abraham; Emel Filiz-Ozbay; Erkut Y. Ozbay; Lesley J. Turner,"University of Maryland, Department of Economics; NBER; Vanderbilt University, Department of Economics",2020/03/01,Journal of Public Economics,"Framing effects, earnings expectations, and the design of student loan repayment schemes",183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301288
Johannes Becker; Niels Johannesen; Nadine Riedel,"University of Münster, Germany; University of Copenhagen, Denmark",2020/03/01,Journal of Public Economics,Taxation and the allocation of risk inside the multinational firm,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300025
Han Li; Jiangyi Li; Yi Lu; Huihua Xie,"Research Institute of Economics and Management, Southwestern University of Finance and Economics, 555 Liutai Ave., Chengdu 610074, China; School of Economics, Sichuan University, Chengdu 610065, China; School of Economics and Management, Tsinghua University, Beijing 100084, China; School of Management and Economics, The Chinese University of Hong Kong, Shenzhen 518172, China",2020/03/01,Journal of Public Economics,Housing wealth and labor supply: Evidence from a regression discontinuity design,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300037
Michael D. Frakes; Melissa F. Wasserman,"Duke University School of Law, NBER, 210 Science Drive, Box 90360, Durham, NC 27708-0360, United States of America; University of Texas School of Law, 727 E. Dean Keeton St., Austin, TX 78705, United States of America",2020/03/01,Journal of Public Economics,Procrastination at the Patent Office?,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300049
John Beshears; James J. Choi; Christopher Harris; David Laibson; Brigitte C. Madrian; Jung Sakong,"Harvard University and NBER, United States of America; Yale University and NBER, United States of America; University of Cambridge, United Kingdom; Brigham Young University and NBER, United States of America; Federal Reserve Bank of Chicago, United States of America",2020/03/01,Journal of Public Economics,Which early withdrawal penalty attracts the most deposits to a commitment savings account?,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300086
Mauricio Avendano; Augustin de Coulon; Vahé Nafilyan,"Global Health and Social Medicine, King's College London, UK; Harvard School of Public Health, Boston, MA, USA; King's Business School, King's College London, UK; Centre for Vocational Education Research, LSE, London, UK; IZA, Germany; Office for National Statistics, Newport, UK",2020/03/01,Journal of Public Economics,Does longer compulsory schooling affect mental health? Evidence from a British reform,183.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300013
,,2020/04/01,Journal of Public Economics,Editorial Board,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300451
Marina Agranov; Christopher Cotton; Chloe Tergiman,"Division of Humanities and Social Sciences, California Institute of Technology, United States of America; Department of Economics, Queen's University, Canada; Smeal College of Business, Penn State University, United States of America",2020/04/01,Journal of Public Economics,Persistence of power: Repeated multilateral bargaining with endogenous agenda setting authority,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301884
Junyan Jiang; Muyang Zhang,"Department of Government and Public Administration, Room 316, T.C Cheng Building, the Chinese University of Hong Kong, Hong Kong SAR, China; China Public Finance Institute and School of Public Economics and Administration, Shanghai University of Finance and Economics, China",2020/04/01,Journal of Public Economics,Friends with benefits: Patronage networks and distributive politics in China,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300074
Wolfgang Frimmel; Gerald J. Pruckner,"Johannes Kepler University of Linz, Austria; The Christian Doppler Laboratory for Aging, Health, and the Labor Market, Austria",2020/04/01,Journal of Public Economics,Retirement and healthcare utilization,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300104
Ajin Lee,"Department of Economics, Michigan State University, 486 W. Circle Drive, 110 Marshall-Adams Hall, East Lansing, MI 48824, United States of America",2020/04/01,Journal of Public Economics,How do hospitals respond to managed care? Evidence from at-risk newborns,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272719301926
Nicolas Frémeaux; Marion Leturcq,"LEMMA - Université Paris 2, 4 rue Blaise Desgoffe, 75006 Paris, France; Institut national d'études démographiques (INED), Campus Condorcet, 9 Cours des Humanités, CS 50004, 93322 Aubervilliers Cedex, France",2020/04/01,Journal of Public Economics,Inequalities and the individualization of wealth,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300098
Rodrigo Carril; Mark Duggan,"Stanford University, United States of America; NBER, United States of America",2020/04/01,Journal of Public Economics,The impact of industry consolidation on government procurement: Evidence from Department of Defense contracting,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300050
Ludvig Wier,"University of California, Berkeley, United States of America",2020/04/01,Journal of Public Economics,Tax-motivated transfer mispricing in South Africa: Direct evidence using transaction data,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300177
Eric W. Bond; Thomas A. Gresik,"Vanderbilt University, United States of America; University of Notre Dame, United States of America",2020/04/01,Journal of Public Economics,"Unilateral tax reform: Border adjusted taxes, cash flow taxes, and transfer pricing",184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300244
Todd R. Jones; Michael S. Kofoed,"Postdoctoral Research Associate at Georgia Policy Labs at Georgia State University, 519 AYSPS, Atlanta, GA 30302, USA; United States Military Academy, 607 Cullum Road, West Point, New York, 10996, USA",2020/04/01,Journal of Public Economics,Do peers influence occupational preferences? Evidence from randomly-assigned peer groups at West Point,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300189
Patrick Baylis,"University of British Columbia, Vancouver School of Economics, Iona 113, 6000 Iona Dr., Vancouver, BC V6T 2E8, Canada",2020/04/01,Journal of Public Economics,Temperature and temperament: Evidence from Twitter,184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300256
Amanda Ang; Peter Christensen; Renato Vieira,"Department of Economics, University of Southern California, 300 Kaprielian Hall, 3260 Vermont Avenue, Los Angeles, CA 90089, United States of America; Department of Agricultural and Consumer Economics, University of Illinois, 431 Mumford Hall, 1301 W. Gregory, Urbana, IL 61801, United States of America; Department of Economics, Catholic University of Brasília, QS7, Brasília-DF, CEP 70297-400, Brazil",2020/04/01,Journal of Public Economics,"Should congested cities reduce their speed limits? Evidence from São Paulo, Brazil",184.0,0,https://www.sciencedirect.com/science/article/pii/S0047272720300190
