,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
164,Roman Inderst; Martin Obradovits,Pricing and Product Positioning with Relative Consumer Preferences*,Department of Finance Goethe University Frankfurt  Frankfurt Germany; Department of Economics University of Innsbruck  Innsbruck Austria,2023-9-7,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",71.0,3,10.1111/joie.12341,http://dx.doi.org/10.1111/joie.12341
165,LEONARDO J. BASSO; THOMAS W. ROSS,MEASURING THE TRUE HARM FROM PRICE-FIXING TO BOTH DIRECT AND INDIRECT PURCHASERS*,,2010-12-24,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",58.0,4,10.1111/j.1467-6451.2010.00437.x,http://dx.doi.org/10.1111/j.1467-6451.2010.00437.x
166,Niklas Horstmann; Jan Krämer; Daniel Schnurr,Number Effects and Tacit Collusion in Experimental Oligopolies,Institute of Information Systems and Marketing Karlsruhe Institute of Technology Fritz‐Erler‐Str. 23 Karlsruhe Germany; Chair of Internet and Telecommunications Business University of Passau Dr.‐Hans‐Kapfinger‐Str. 12 Passau Germany; Research Group Data Policies University of Passau Dr.‐Hans‐Kapfinger‐Str. 12 Passau Germany,2019-3-22,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",66.0,3,10.1111/joie.12181,http://dx.doi.org/10.1111/joie.12181
167,JOCELYN DONZE; ISABELLE DUBEC,"PAYING FOR ATM USAGE: GOOD FOR CONSUMERS, BAD FOR BANKS?<sup>*</sup>",,2009-8-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",57.0,3,10.1111/j.1467-6451.2009.00384.x,http://dx.doi.org/10.1111/j.1467-6451.2009.00384.x
168,GEORGE DELTAS,RETAIL GASOLINE PRICE DYNAMICS AND LOCAL MARKET POWER<sup>*</sup>,,2008-11-19,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",56.0,3,10.1111/j.1467-6451.2008.00350.x,http://dx.doi.org/10.1111/j.1467-6451.2008.00350.x
169,JONATHAN LEVIN; STEVEN TADELIS,CONTRACTING FOR GOVERNMENT SERVICES: THEORY AND EVIDENCE FROM U.S. CITIES*,,2010-9-3,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",58.0,3,10.1111/j.1467-6451.2010.00430.x,http://dx.doi.org/10.1111/j.1467-6451.2010.00430.x
170,Marco Pagnozzi; Salvatore Piccolo; Matteo Bassi,Entry and Product Variety with Competing Supply Chains,"Department of Economics and Statistics Università di Napoli Federico II and CSEF  Napoli Italy; Department of Economics and Finance Università Cattolica del Sacro Cuore (Milano) and CSEF  Milano Italy; Office of Gas and Electricity Markets (OFGEM) and CSEF  9 Millbank, London England",2016-9-22,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",64.0,3,10.1111/joie.12107,http://dx.doi.org/10.1111/joie.12107
171,Jed De Varo; Suraj Prasad,The Relationship between Delegation and Incentives Across Occupations: Evidence and Theory,Department of Management and Department of Economics California State University  East Bay California U.S.A.; School of Economics University of Sydney  Sydney Australia,2015-6-15,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",63.0,2,10.1111/joie.12077,http://dx.doi.org/10.1111/joie.12077
172,Garrett T. Senney,The Geography of Lender Behavior in Peer‐to‐Peer Loan Markets,Economics Department Office of the Comptroller of the Currency Washington D.C. U.S.A.,2019-7-17,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",67.0,1,10.1111/joie.12195,http://dx.doi.org/10.1111/joie.12195
173,T. RANDOLPH BEARD; MICHAEL L. STERN,CONTINUOUS CROSS SUBSIDIES AND QUANTITY RESTRICTIONS<sup>*</sup>,,2008-12-22,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",56.0,4,10.1111/j.1467-6451.2008.00364.x,http://dx.doi.org/10.1111/j.1467-6451.2008.00364.x
174,Roel van Veldhuizen; Joep Sonnemans,"Nonrenewable Resources, Strategic Behavior and the Hotelling Rule: An Experiment",WZB Berlin Social Research Center Reichpietschufer 50 Berlin Germany; CREED University of Amsterdam and the Tinbergen Institute Roetersstraat 11 Amsterdam The Netherlands,2018-10-30,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",66.0,2,10.1111/joie.12173,http://dx.doi.org/10.1111/joie.12173
175,Thomas P. Tangerås; Johannes Mauritzen,Real‐time versus day‐ahead market power in a hydro‐based electricity market,"Research Institute of Industrial Economics (IFN) P.O. Box 55665, Stockholm, Sweden and associated researcher with the Energy Policy Research Group (EPRG), University of Cambridge England; BI Norwegian Business School Department of Accounting, Auditing and Business Analytics P.O. Box 1254, Sluppen, Trondheim, Norway.",2019-6-2,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",66.0,4,10.1111/joie.12186,http://dx.doi.org/10.1111/joie.12186
176,Saul Lach; José L. Moraga‐González,Asymmetric Price Effects of Competition,"The Hebrew University, Department of Economics, Jerusalem, Israel and CEPR; Vrije Universiteit Amsterdam, Department of Economics, De Boelelaan 1105, Amsterdam, The Netherlands, University of Groningen and CEPR",2017-12-18,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",65.0,4,10.1111/joie.12158,http://dx.doi.org/10.1111/joie.12158
177,Sreya Kolay; Greg Shaffer,Bundling and Menus of Two-Part Tariffs,,,Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",51.0,3,10.1111/1467-6451.00206,http://dx.doi.org/10.1111/1467-6451.00206
178,John Vickers,Direct Welfare Analysis of Relative Price Regulation*,All Souls College and Department of Economics University of Oxford England,2020-3-11,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",68.0,1,10.1111/joie.12217,http://dx.doi.org/10.1111/joie.12217
179,Giammario Impullitti; Richard Kneller; Danny McGowan,Demand‐Driven Technical Change and Productivity Growth: Theory and Evidence from the Energy Policy Act,"CEPR, CESifo, and University of Nottingham Nottingham Notts England; GEP and University of Nottingham Nottingham Notts England; University of Birmingham Birmingham West Midlands England",2020-7-29,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",68.0,2,10.1111/joie.12231,http://dx.doi.org/10.1111/joie.12231
180,W. David Bradford; John L. Turner; Jonathan W. Williams,Off‐Label Use Of Pharmaceuticals: A Detection Controlled Estimation Approach,University of Georgia Athens Georgia U.S.A.; University of Georgia Athens Georgia U.S.A.; University of North Carolina at Chapel Hill Chapel Hill North Carolina USA,2019-6-2,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",66.0,4,10.1111/joie.12189,http://dx.doi.org/10.1111/joie.12189
181,JUAN-PABLO MONTERO; JUAN IGNACIO GUZMAN,OUTPUT-EXPANDING COLLUSION IN THE PRESENCE OF A COMPETITIVE FRINGE,,,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",58.0,1,10.1111/j.1467-6451.2010.00410.x,http://dx.doi.org/10.1111/j.1467-6451.2010.00410.x
182,Qing Hu; Aika Monden; Tomomichi Mizuno,Downstream Cross‐Holdings and Upstream R&amp;D*,"Faculty of Economics Kushiro Public University of Economics Ashino 4‐1‐1, Kushiro‐shi, Hokkaido, Japan and Kobe University Hyogo Japan; Faculty of Economics and Business Administration Tokyo Metropolitan University 1‐1 Minami‐Osawa, Hachioji Tokyo Japan; Graduate School of Economics Kobe University 2‐1 Rokkodai, Nada, Kobe Hyogo Japan",2022-3-28,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",70.0,3,10.1111/joie.12257,http://dx.doi.org/10.1111/joie.12257
183,Mónica Correa‐López; Rafael Doménech,"Service Regulations, Input Prices and Export Volumes: Evidence from a Panel of Manufacturing Firms","D.G. Economics, Statistics and Research Banco de España Calle de Alcalá 48 Madrid Spain; BBVA Research, Banco Bilbao Vizcaya Argentaria Bilbao Spain; University of Valencia Valencia Spain",2019-12-4,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",67.0,2,10.1111/joie.12201,http://dx.doi.org/10.1111/joie.12201
184,Ángel L. López; Patrick Rey,Foreclosing Competition Through High Access Charges and Price Discrimination,"Departament d'Economia Aplicada Universitat Autònoma de Barcelona, and Public‐Private Sector Research Center (IESE Business School) Barcelona Spain.; Toulouse School of Economics (GREMAQ and IDEI) 21 Allée de Brienne Toulouse France.",2016-9-22,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",64.0,3,10.1111/joie.12115,http://dx.doi.org/10.1111/joie.12115
185,Philippe Gagnepain; Marc Ivaldi,Economic Efficiency and Political Capture in Public Service Contracts,"Paris School of Economics–Université Paris 1, Centre d'Economie de la Sorbonne Paris France; Toulouse School of Economics, Université de Toulouse ‐ Sciences Sociales Toulouse France",2017-4-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",65.0,1,10.1111/joie.12118,http://dx.doi.org/10.1111/joie.12118
186,Luís Cabral; Gabriel Natividad,Box‐Office Demand: The Importance of Being #1,"Paganelli‐Bull Professor of Economics and International Business, Stern School of Business New York University; PSPS and IME Research Fellow (IESE); and Research Fellow, CEPR (London). New York, New York, U.S.A.; Professor of Economics Universidad de Piura, Lima, Peru.",2016-6-5,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",64.0,2,10.1111/joie.12095,http://dx.doi.org/10.1111/joie.12095
187,Gastón Llanes; Joaquín Poblete,Technology Choice and Coalition Formation in Standards Wars,Business School Pontificia Universidad Católica de Chile Santiago Chile; Business School Pontificia Universidad Católica de Chile Santiago Chile,2020-6-30,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",68.0,2,10.1111/joie.12207,http://dx.doi.org/10.1111/joie.12207
188,Juan Esteban Carranza; Robert Clark; Jean‐François Houde,Price Controls and Market Structure: Evidence from Gasoline Retail Markets,Banco de la República; Universidad Icesi  Cali Columbia; HEC Montréal CIRANO and CIRPEE  Montréal Québec Canada; The Wharton School University of Pennsylvania  Philadelphia Pennsylvania U.S.A.; NBER; CIRANO,2015-3-30,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",63.0,1,10.1111/joie.12071,http://dx.doi.org/10.1111/joie.12071
189,David Genesove; Avi Simhon,Seasonality and the Effect of Advertising on Price,Hebrew University of Jerusalem  Jerusalem Israel; Hebrew University of Jerusalem  Jerusalem Israel,2015-3-30,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",63.0,1,10.1111/joie.12067,http://dx.doi.org/10.1111/joie.12067
190,Sung‐Jin Cho; Harry J. Paarsch; John Rust,Is the ‘Linkage Principle’ Valid? Evidence from the Field,School of Economics Seoul National University  Guanak‐gu Seoul Korea; Department of Economics University of Melbourne  Parkville Melbourne Victoria Australia; Department of Economics Georgetown University  3700 O Street NW Washington D.C. U.S.A.,2014-6-4,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",62.0,2,10.1111/joie.12048,http://dx.doi.org/10.1111/joie.12048
191,Luca Aguzzoni; Elena Argentesi; Lorenzo Ciari; Tomaso Duso; Massimo Tognoni,<i>Ex post</i> Merger Evaluation in the U.K. Retail Market for Books,"Directorate General for Competition, European Commission, Place Madou, 1210 Saint‐Josse‐ten‐Noode, Belgium; Department of Economics University of Bologna Piazza Scaravilli 2 40126 Bologna Italy; European Bank for Reconstruction and Development, One Exchange Square London England; Deutsches Institut für Wirtschaftsforschung (DIW Berlin) and Düsseldorf Institute for Competition Economics (DICE). DIW Berlin Mohrenstraße 58 Berlin Germany; Directorate General for Competition, European Commission, Place Madou, 1210 Saint‐Josse‐ten‐Noode, Belgium",2016-4-26,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",64.0,1,10.1111/joie.12099,http://dx.doi.org/10.1111/joie.12099
192,Felix Höffler; Sebastian Kranz,Using Forward Contracts to Reduce Regulatory Capture,"Department of Economics University of Cologne, Institute of Energy Economics at the University of Cologne (EWI), and Max Planck Institute for Research on Collective Goods  Bonn Germany; Department of Mathematics and Economics Ulm University  Ulm Germany",2015-12-30,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",63.0,4,10.1111/joie.12086,http://dx.doi.org/10.1111/joie.12086
193,Kenneth S. Corts,Finite Optimal Penalties for False Advertising,Rotman School of Management University of Toronto  Toronto Canada,2014-12-22,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",62.0,4,10.1111/joie.12064,http://dx.doi.org/10.1111/joie.12064
194,FEDERICO CILIBERTO,DOES ORGANIZATIONAL FORM AFFECT INVESTMENT DECISIONS?*,,,Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",54.0,1,10.1111/j.1467-6427.2006.00276.x,http://dx.doi.org/10.1111/j.1467-6427.2006.00276.x
195,Drew Vollmer,Bundling with Resale*,U.S. Department of Justice  Washington D.C. U.S.A,2023-1-13,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",70.0,4,10.1111/joie.12304,http://dx.doi.org/10.1111/joie.12304
196,Hong Feng; Youping Li; Jie Shuai,Uniform Pricing as a Barrier to Entry,"School of Economics and Management Harbin Institute of Technology (Shenzhen)  Shenzhen 518055 China; School of Business and the Oliver Hart Research Center of Contracts and Governance East China University of Science and Technology  130 Meilong Road Shanghai 200237 China; Wenlan School of Business Zhongnan University of Economics and Law  182 Nanhu Avenue, East Lake High‐Tech Development Zone Wuhan 430073 China",2023-4-4,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",71.0,1,10.1111/joie.12320,http://dx.doi.org/10.1111/joie.12320
197,Germain Gaudin; Romain Lestage,"Input Price Discrimination, Demand Forms, And Welfare*",University of Freiburg  Freiburg im Breisgau Germany; Central University of Finance and Economics  Beijing China; The Oliver Hart Research Center of Contracts and Governance East China University of Science and Technology  Shanghai China,2023-1-18,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",70.0,4,10.1111/joie.12306,http://dx.doi.org/10.1111/joie.12306
198,Irina Kirysheva; Vladyslav Nora,Inefficient Screening in Online Rental Markets*,Department of Economics Nazarbayev University  Nur‐Sultan Kazakhstan; Department of Economics Nazarbayev University  Nur‐Sultan Kazakhstan,2022-10-7,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",70.0,3,10.1111/joie.12299,http://dx.doi.org/10.1111/joie.12299
199,Dingwei Gu; Zhiyong Yao; Wen Zhou,"Proportional Fee vs. Unit Fee: Competition, Welfare, and Incentives*",School of Management Fudan University  Shanghai China; School of Management Fudan University  Shanghai China; Business School University of Hong Kong  Hong Kong China,2021-11,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",70.0,4,10.1111/joie.12279,http://dx.doi.org/10.1111/joie.12279
200,Jorge Lemus; Fernando Luco,Price Leadership and Uncertainty About Future Costs*,Department of Economics University of Illinois Urbana‐Champaign 1407 W. Gregory Drive Urbana Illinois USA; Department of Economics Texas A&amp;M University College Station Texas USA,2021-7-11,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",69.0,2,10.1111/joie.12248,http://dx.doi.org/10.1111/joie.12248
201,H. PHOEBE CHAN,THE DETERMINANTS OF INTERNATIONAL PATENTING FOR NINE AGRICULTURAL BIOTECHNOLOGY FIRMS*,,,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",58.0,2,10.1111/j.1467-6451.2010.00420.x,http://dx.doi.org/10.1111/j.1467-6451.2010.00420.x
202,R. Andrew Butters; Thomas N. Hubbard,"Industry Structure, Segmentation, and Quality Competition in the U.S. Hotel Industry*",Kelley School of Business Indiana University  Bloomington Indiana U.S.A; Kellogg School of Management Northwestern University and NBER  Evanston Illinois U.S.A,2023-7-3,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",71.0,2,10.1111/joie.12330,http://dx.doi.org/10.1111/joie.12330
203,Gaétan de Rassenfosse; Emilio Raiteri,Technology Protectionism and the Patent System: Evidence from China,College of Management of Technology École polytechnique fédérale de Lausanne (EPFL) Lausanne Switzerland; School of Innovation Sciences Eindhoven University of Technology Eindhoven Netherlands,2022-3-3,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",70.0,1,10.1111/joie.12261,http://dx.doi.org/10.1111/joie.12261
204,Inés Macho‐Stadler; Noriaki Matsushima; Ryusuke Shinohara,Organizational Structure and Technological Investment*,"Department of Economics Faculty of Economics and Business Economics Universitat Autònoma de Barcelona  Bellaterra, Barcelona Spain; Institute of Social and Economic Research Osaka University  Ibaraki Osaka Japan; Department of Economics Hosei University  Machida, Tokyo Japan",2022-2-2,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",69.0,4,10.1111/joie.12277,http://dx.doi.org/10.1111/joie.12277
205,Ioannis N. Pinopoulos,"Input Price Discrimination, Two‐Part Tariffs and Bargaining*",Department of Economics National and Kapodistrian University of Athens  Athens Greece,2022-11-26,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",70.0,4,10.1111/joie.12303,http://dx.doi.org/10.1111/joie.12303
206,Liang Chen; Yao Luo; Ping Xiao,Estimating the Demand for Service Bundles under Three‐Part Tariffs,Economics and Management School Wuhan University Luojia Hill Wuhan China; Department of Economics University of Toronto 150 St. George Street Toronto Ontario Canada; Department of Marketing Deakin University 70 Elgar Road Melbourne Victoria Australia,2020-2-5,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",67.0,3-4,10.1111/joie.12206,http://dx.doi.org/10.1111/joie.12206
207,Marco Cornia; Kristopher S. Gerardi; Adam Hale Shapiro,Price Dispersion Over the Business Cycle: Evidence from the Airline Industry,Johns Hopkins University  Baltimore Maryland U.S.A.; Federal Reserve Bank of Atlanta  Atlanta Georgia U.S.A.; Federal Reserve Bank of San Francisco  San Francisco California U.S.A.,2012-10-17,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",60.0,3,10.1111/j.1467-6451.2012.00488.x,http://dx.doi.org/10.1111/j.1467-6451.2012.00488.x
208,Rajshree Agarwal; David B. Audretsch,Does Entry Size Matter? The Impact of the Life Cycle and Technology on Firm Survival,,,Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",49.0,1,10.1111/1467-6451.00136,http://dx.doi.org/10.1111/1467-6451.00136
209,Lola Esteban; Agustín Gil; Jose M. Hernández,Informative Advertising and Optimal Targeting in a Monopoly,,2003-3-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",49.0,2,10.1111/1467-6451.00144,http://dx.doi.org/10.1111/1467-6451.00144
210,Jong‐Rong Chen; Kong‐Pin Chen; Chien‐Fu Chou; Ching‐I Huang,A Dynamic Model of Auctions with Buy‐It‐Now: Theory and Evidence,"Graduate Institute of Industrial Economics National Central University  300, Jhongda Road, Jhongli City Taoyuan County 32001 Taiwan; Research Center of Humanities and Social Sciences Academia Sinica  128, Academia Road, Section 2 Taipei City 11529 Taiwan; Department of Economics National Taiwan University  21, Syu‐Jhou Road Taipei City 10055 Taiwan; Department of Economics National Taiwan University  21, Syu‐Jhou Road Taipei City 10055 Taiwan",2013-7-11,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",61.0,2,10.1111/joie.12018,http://dx.doi.org/10.1111/joie.12018
211,Masato Nishiwaki; Hyoeg Ug Kwon,Are Losers Picked? An Empirical Analysis of Capacity Divestment and Production Reallocation in the <scp>J</scp>apanese Cement Industry,"National Graduate Institute for Policy Studies (GRIPS)  7‐22‐1 Roppongi, Minato‐ku Tokyo Japan; Department of Economics Nippon University  4‐8‐24 Kudanminami, Chiyoda‐ku Tokyo Japan",2013-7-11,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",61.0,2,10.1111/joie.12019,http://dx.doi.org/10.1111/joie.12019
212,Patrick Paul Walsh; Ciara Whelan,Modelling Price Dispersion as an Outcome of Competition in the Irish Grocery Market,,2003-3-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",47.0,3,10.1111/1467-6451.00103,http://dx.doi.org/10.1111/1467-6451.00103
213,Robert F. Schuldt; Jason E. Taylor,Cartel Attributes and Cartel Performance: The Impact of Trade Associations,University of Arkansas for Medical Sciences Little Rock Arkansas U.S.A.; Central Michigan University Mount Pleasant Michigan U.S.A.,2017-12-13,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",66.0,1,10.1111/joie.12155,http://dx.doi.org/10.1111/joie.12155
214,MATTHEW G. NAGLER,"NEGATIVE EXTERNALITIES, COMPETITION AND CONSUMER CHOICE*",,2011-9-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",59.0,3,10.1111/j.1467-6451.2011.00458.x,http://dx.doi.org/10.1111/j.1467-6451.2011.00458.x
215,Joseph E. Harrington,Corporate Leniency Programs when Firms have Private Information: The Push of Prosecution and the Pull of Pre-emption,Department of Business Economics & Public Policy; The Wharton School; University of Pennsylvania; Philadelphia Pennsylvania U.S.A.,2013-3-25,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",61.0,1,10.1111/joie.12014,http://dx.doi.org/10.1111/joie.12014
216,Shane Greenstein,Building and Delivering the Virtual World: Commercializing Services for Internet Access,,2003-3-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",48.0,4,10.1111/1467-6451.00130,http://dx.doi.org/10.1111/1467-6451.00130
217,Marcus Asplund,What Fraction of a Capital Investment is Sunk Costs?,,2003-3-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",48.0,3,10.1111/1467-6451.00124,http://dx.doi.org/10.1111/1467-6451.00124
218,JEAN J. GABSZEWICZ; DIDIER LAUSSEL; MICHEL LE BRETON,THE MIXED STRATEGY NASH EQUILIBRIUM OF THE TELEVISON NEWS SCHEDULING GAME,,2008-7-8,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",56.0,2,10.1111/j.1467-6451.2008.05602001.x,http://dx.doi.org/10.1111/j.1467-6451.2008.05602001.x
219,MARK D. MANUSZAK; CHARLES C. MOUL,PRICES AND ENDOGENOUS MARKET STRUCTURE IN OFFICE SUPPLY SUPERSTORES<sup>*</sup>,,2008-4-11,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",56.0,1,10.1111/j.1467-6451.2008.00334.x,http://dx.doi.org/10.1111/j.1467-6451.2008.00334.x
220,Yaron Yehezkel,Motivating a Supplier to Test Product Quality,The Leon Recanati Graduate School of Business Administration Tel Aviv University  Ramat Aviv Tel Aviv 69978 Israel,2014-6-4,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",62.0,2,10.1111/joie.12049,http://dx.doi.org/10.1111/joie.12049
221,George Symeonidis,In Which Industries is Collusion More Likely? Evidence from the UK,,,Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",51.0,1,10.1111/1467-6451.00191,http://dx.doi.org/10.1111/1467-6451.00191
222,LARS SØRGARD,OPTIMAL MERGER POLICY: ENFORCEMENT VS. DETERRENCE<sup>*</sup>,,2009-8-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",57.0,3,10.1111/j.1467-6451.2009.00389.x,http://dx.doi.org/10.1111/j.1467-6451.2009.00389.x
223,YONGMIN CHEN,DYNAMIC PRICE DISCRIMINATION WITH ASYMMETRIC FIRMS<sup>*</sup>,,2008-12-22,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",56.0,4,10.1111/j.1467-6451.2008.00362.x,http://dx.doi.org/10.1111/j.1467-6451.2008.00362.x
224,ASHISH ARORA; FARASAT A. S. BOKHARI,OPEN VERSUS CLOSED FIRMS AND THE DYNAMICS OF INDUSTRY EVOLUTION<sup>*</sup>,,2007-9-10,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",55.0,3,10.1111/j.1467-6451.2007.00321.x,http://dx.doi.org/10.1111/j.1467-6451.2007.00321.x
225,STEVEN BERRY; JOEL WALDFOGEL,PRODUCT QUALITY AND MARKET SIZE,,,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",58.0,1,10.1111/j.1467-6451.2010.00404.x,http://dx.doi.org/10.1111/j.1467-6451.2010.00404.x
226,KAZ MIYAGIWA,COLLUSION AND RESEARCH JOINT VENTURES<sup>*</sup>,,2009-11-24,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",57.0,4,10.1111/j.1467-6451.2009.00399.x,http://dx.doi.org/10.1111/j.1467-6451.2009.00399.x
227,Lisa N. Takeyama,Strategic Vertical Differentiation and Durable Goods Monopoly,,2003-3-27,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",50.0,1,10.1111/1467-6451.00167,http://dx.doi.org/10.1111/1467-6451.00167
228,Maarten C.W. Janssen; Mariya Teteryatnikova,Horizontal Product Differentiation: Disclosure and Competition,"Department of Economics University of Vienna, Oskar‐Morgenstern‐Platz 1, Vienna, Austria, and Higher School of Economics  Moscow; Department of Economics University of Vienna Oskar‐Morgenstern‐Platz 1 Vienna Austria",2017-2-21,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",64.0,4,10.1111/joie.12104,http://dx.doi.org/10.1111/joie.12104
229,Adriaan R. Soetevent; Marco A. Haan; Pim Heijnen,Do Auctions and Forced Divestitures Increase Competition? Evidence for Retail Gasoline Markets,IEEF Faculty of Economics and Business University of Groningen  P.O. Box 800 Groningen The Netherlands; Tinbergen Institute; IEEF Faculty of Economics and Business University of Groningen  P.O. Box 800 Groningen The Netherlands; IEEF Faculty of Economics and Business University of Groningen  P.O. Box 800 Groningen The Netherlands,2014-9,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",62.0,3,10.1111/joie.12054,http://dx.doi.org/10.1111/joie.12054
230,Zhihong Chen; Zhiqi Chen,Product Line Rivalry and Firm Asymmetry,Antai College of Economics &amp; Management Shanghai Jiao Tong University  China; School of Economics Nanjing University  China; Department of Economics Carleton University  Canada,2014-9,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",62.0,3,10.1111/joie.12052,http://dx.doi.org/10.1111/joie.12052
231,Joel Waldfogel,"Cinematic Explosion: New Products, Unpredictabilty and Realized Quality in the Digital Era","Carlson School of Management, Department of Economics, and Law School University of Minnesota Minneapolis Minnesota U.S.A., and NBER.",2017-2-21,The Journal of Industrial Economics,"Economics and Econometrics; General Business, Management and Accounting; Accounting",64.0,4,10.1111/joie.12117,http://dx.doi.org/10.1111/joie.12117
