,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
593,GREGORY R. DUFFEE,Time Variation in the Covariance between Stock Returns and Consumption Growth,"
GREGORY R. DUFFEE
*Haas School of Business, University of California at Berkeley. Thanks to the many seminar participants who have commented on earlier versions of this paper, and also to an anonymous referee, John Campbell, Karen Dynan, Kris Jacobs, Martin Lettau, and Sydney Ludvigson.Search for more papers by this author",2005/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,60.0,4.0,10.1111/j.1540-6261.2005.00777.x,http://dx.doi.org/10.1111/j.1540-6261.2005.00777.x
594,BRANDON JULIO; YOUNGSUK YOOK,Political Uncertainty and Corporate Investment Cycles,"
YOUNGSUK YOOK
Julio is at London Business School and Yook is at the Graduate School of Business at Sungkyunkwan University. We thank Patrick Bolton, Murillo Campello, Ethan Cohen-Cole, Alex Edmans, Zsuzsanna Fluck, Paolo Fulghieri, Dirk Hackbarth, Cam Harvey (Editor), Li Jin, Tae-Young Kim, Stewart Myers, Bang Nguyen-Dang, Meijun Qian, Philipp Schnabl, Vikrant Vig, Michael Weisbach, Toni Whited, two anonymous referees, and an Associate Editor who provided useful comments as did seminar participants at the China Europe International Business School, Georgetown University, Hong Kong Baptist University, Hong Kong Polytechnic University, Korea University, London School of Economics, Nanyang Technological University, Norwegian School of Economics and Business Administration, Seoul National University, Sungkyunkwan University, University of North Carolina at Chapel Hill, the 2008 China International Conference in Finance, the 2008 AsianFA-NFA International Conference, the 2009 Paris Spring Corporate Finance Conference, the 2009 Singapore International Conference on Finance, the 2009 European Finance Association Conference, the 2010 American Finance Association Conference, and the 2010 Finance Down Under Conference.Search for more papers by this author",2012/02/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,67.0,1.0,10.1111/j.1540-6261.2011.01707.x,http://dx.doi.org/10.1111/j.1540-6261.2011.01707.x
595,MARK S. SEASHOLES; NING ZHU,Individual Investors and Local Bias,,2010/10/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,65.0,5.0,10.1111/j.1540-6261.2010.01600.x,http://dx.doi.org/10.1111/j.1540-6261.2010.01600.x
596,ART DURNEV; E. HAN KIM,"To Steal or Not to Steal: Firm Attributes, Legal Environment, and Valuation","
E. HAN KIM
Durnev is with University of Miami Business School and Kim is with the University of Michigan Business School, Ann Arbor. The authors are grateful for helpful comments and suggestions by Sugato Bhattacharyya, Serdar Dinç, Mara Faccio, Daniel Ferreira, Michael Fuerst, Kathleen Fuller, Rick Green, Charles Hadlock, Simon Johnson, Elaine Kim, Woochan Kim, Rafael La Porta, Florencio Lopez-de-Silanes, Vojislav Maksimovic, John McConnell, Todd Mitton, M. P. Narayanan, Andrei Shleifer, David Smith, Andrey Ukhov, Michael Weisbach, Daniel Wolfenzon, Bernard Yeung, and especially the referee of the Journal. We also thank the participants of the 2003 American Finance Association Annual Meetings, POSCO Fellowship Seminar at the East-West Center, 8th Mitsui Life Symposium on Global financial Markets, Conference on International Corporate Governance at the Tuck School of Business, 2nd Asian Corporate Governance Conference in Seoul, Estes Park Conference, 2002 Northern Finance Association Annual Meetings, the University of Michigan International Finance, Finance, and Law and Economics workshops, KAIST, University of Georgia, George Washington University, Hitotsubashi University, University of Miami, University of Notre Dame, Ohio State University, University of Toronto Finance and Law, and University of British Columbia Law workshops, where earlier versions of the paper were presented under different titles. We would also like to thank Nick Bradley, Ian Byrne, George Dallas, and Laurie Kizik for providing us with S&P Transparency Rankings and CLSA Corporate Governance Scores, Mara Faccio and Larry Lang for their generosity in sharing their ownership data, and Joyce Buchanan and Vlad Charniauski for excellent research assistance. This research was partly funded by Mitsui Life Financial Research Center at the University of Michigan Business School. Art Durnev also thanks the faculty of Rotman School of Management at the University of Toronto for their hospitality during Fall 2004.Search for more papers by this author",2005/06/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,60.0,3.0,10.1111/j.1540-6261.2005.00767.x,http://dx.doi.org/10.1111/j.1540-6261.2005.00767.x
597,ALEX EDMANS; DIEGO GARCÍA; ØYVIND NORLI,Sports Sentiment and Stock Returns,"
ØYVIND NORLI
Edmans is from the Wharton School, University of Pennsylvania, García is from the Kenan-Flagler Business School, University of North Carolina at Chapel Hill and Norli is from the Norwegian School of Management. Part of this research was conducted while Norli and García were at the Tuck School of Business at Dartmouth. This paper is included as chapter 2 of Edmans's thesis at the MIT Sloan School of Management. It was earlier circulated as two separate papers: “Football and Stock Returns” by Diego García and Øyvind Norli and “Soccer, Sentiment, and Stocks” by Alex Edmans. Our joint paper was first circulated under the title “Football and Stock Returns.” We thank an anonymous referee, an associate editor, Jack Bao, Nick Barberis, Andrew B. Bernard, Øyvind Bøhren, B. Espen Eckbo, Florian Ederer, Robert Engle, Ken French, Xavier Gabaix, David Hirshleifer, Tim Johnson, Lisa Kramer, Rafael LaPorta, Nils Rudi, Petter Rudi, Rob Stambaugh (the editor), Jeffrey Wurgler, participants at the 2005 European Finance Association meetings, the 2006 Utah Winter Finance conference, the Caesarea Center 3rd Annual Conference, the 2006 European Financial Management Symposium on Behavioral Finance, the Second Annual Whitebox Advisors Graduate Students Conference, and seminar participants at MIT Sloan, the Norwegian School of Management, and University of Zurich for helpful comments. Julie Wherry provided research assistance on Alex's earlier paper. All remaining errors are our own.Search for more papers by this author",2007/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,62.0,4.0,10.1111/j.1540-6261.2007.01262.x,http://dx.doi.org/10.1111/j.1540-6261.2007.01262.x
598,VILLE RANTALA,How Do Investment Ideas Spread through Social Interaction? Evidence from a Ponzi Scheme,"
VILLE RANTALA
Ville Rantala is with the Miami Business School, University of Miami. I am grateful to the Finnish National Bureau of Investigations for providing the source documents. Parts of this paper were previously circulated as a separate working paper entitled “Keeping Up with the Ponzis.” I thank Nick Barberis, Peter Bossaerts, James Choi, Nicholas Christakis, Henrik Cronqvist, Florian Ederer, Ester Faia, David Hirshleifer, Harrison Hong, Hans Hvide, Markku Kaustia, Matti Keloharju, Samuli Knüpfer, Timo Korkeamäki, George Korniotis, Alok Kumar, Juhani Linnainmaa, Steffen Meyer, Raghu Rau, Sophie Shive, Scott Weisbenner, Charlotte Østergaard, participants at the Helsinki Finance Summit 2014, European Finance Association Doctoral Tutorial 2015, European Conference on Household Finance 2015, Conference on Behavioral Aspects of Macroeconomics and Finance 2015, Miami Behavioral Finance Conference 2015, SFS Cavalcade 2016, American Economic Association 2017, European Retail Investment Conference 2017; as well as seminar participants at BI Norwegian Business School, Cass Business School, Copenhagen Business School, Georgetown University, HEC Paris, Indiana University, University of Melbourne, University of Miami, University of New South Wales, Washington University in St. Louis, and Yale University for helpful comments. I also thank Antti Lehtinen for assistance with geographic information analysis. I acknowledge financial support from the OP Group Research Foundation. The author does not have any potential conflicts of interest to disclose, as identified in the Journal of Finance’s disclosure policy.Search for more papers by this author",2019/10/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,74.0,5.0,10.1111/jofi.12822,http://dx.doi.org/10.1111/jofi.12822
599,ĽUBOŠ PÁSTOR; ROBERT F. STAMBAUGH,Predictive Systems: Living with Imperfect Predictors,"
ROBERT F. STAMBAUGH
Pástor is at the University of Chicago Booth School of Business, NBER, and CEPR. Stambaugh is at the Wharton School of the University of Pennsylvania and NBER. Helpful comments were received from the audiences at the Fall 2006 NBER Asset Pricing Meeting, 2006 Wharton Frontiers of Investing conference, 2007 WFA conference, 2007 EFA conference, 2007 ESSFM at Gerzensee, 2007 Vienna Symposia in Asset Management, Tel Aviv University Conference in Honor of Shmuel Kandel, Boston College, Goldman Sachs, Hong Kong University of Science and Technology, National University of Singapore, New York University, Norwegian School of Economics and Business Administration (Bergen), Norwegian School of Management (Oslo), Singapore Management University, University of California at San Diego, University of Chicago, University of Iowa, University of Michigan, University of Pennsylvania, University of Texas at Austin, and University of Texas at Dallas. We also thank Jacob Boudoukh; John Campbell; Ken French; Cam Harvey; Jesper Rangvid; Cesare Robotti; Ross Valkanov; Pietro Veronesi; and especially Jonathan Lewellen, John Cochrane, and two anonymous referees for many helpful suggestions.Search for more papers by this author",2009/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64.0,4.0,10.1111/j.1540-6261.2009.01474.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01474.x
600,Kent Daniel; Sheridan Titman; K.C. John Wei,Explaining the Cross-Section of Stock Returns in Japan: Factors or Characteristics?,"
K.C. John WeiDaniel is at the Kellogg Graduate School of Management, Northwestern University and NBER. Titman is at the Department of Finance, University of Texas at Austin. Wei is at the Department of Finance, Hong Kong University of Science and Technology. The authors appreciate the helpful comments of the seminar participants at the Chinese University of Hong Kong, University of Hong Kong, Hong Kong University of Science and Technology, the APFA/ NFA annual conference in Tokyo, and the 2000 NTU International Conference on Finance in Taipei. The paper received the best paper award at the 2000 NTU International Conference on Finance. The authors also thank Kenneth French, Ravi Jagannathan, Keiichi Kubota, Takeshi Yamada, René Stulz (the editor), and two anonymous referees for insightful comments and Dr. Virginia Unkefe for editorial assistance. Wei also acknowledges the financial support from the Wei Lun Fellowship.Search for more papers by this author",2001/04/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56.0,2.0,10.1111/0022-1082.00344,http://dx.doi.org/10.1111/0022-1082.00344
601,WOLF WAGNER,Systemic Liquidation Risk and the Diversity–Diversification Trade-Off,"
WOLF WAGNER
Wagner is at the European Banking Centre, TILEC, CentER, and Department of Economics, Tilburg University. I thank the Editor (Campbell R. Harvey), an associate editor, an anonymous referee, participants at seminars at the Bank of England, the Bank for International Settlements, Bangor Business School, Cass Business School, the CPB, Frankfurt University, University of Groningen, ISCTE Lisbon, University of Porto, Tilburg University, University of Illinois at Urbana-Champaign, and conference participants at the AFA 2010, the CEPR Summer Symposium Gerzensee 2009, the FIRS 2010 Conference, the Chulalongkorn Accounting and Finance Symposium 2009, the EFA 2009, the MTS-LSE Conference on Financial Markets 2009, the Skinance 2009 Conference, the Conference on Liquidity and Pricing in Konstanz 2009, and the Austrian National Bank Conference on Financial Fragility for comments. I also thank John Boyd, Falko Fecht (discussant), Thierry Foucault (discussant), Hans Gersbach, Pab Jotikasthira (discussant), Ron Kaniel (discussant), Nobuhiro Kyotaki, Jun Liu (discussant), John Moore, Axel Adam-Müller (discussant), Alexander Stomper (discussant), Harald Uhlig, and Tanju Yorulmazer (discussant) for comments. I especially thank Javier Suarez for discussions on this project. An earlier version of the paper was circulated under the title “The Risk of Joint Liquidation and Portfolio Choice: Diversity Instead of Diversification.”Search for more papers by this author",2011/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,66.0,4.0,10.1111/j.1540-6261.2011.01666.x,http://dx.doi.org/10.1111/j.1540-6261.2011.01666.x
602,Torben G. Andersen; Luca Benzoni; Jesper Lund,An Empirical Investigation of Continuous-Time Equity Return Models,"
Jesper LundTorben G. Andersen is at the Kellogg Graduate School of Management, Northwestern University and the NBER. Luca Benzoni is at the Carlson School of Management, University of Minnesota. Jesper Lund is at the Nykredit Bank, Denmark. We are grateful to Alexandre Baptista; David Bates; Menachem Brenner; Sanjiv Das; Bjørn Eraker; Ron Gallant; Rick Green; Jack Kareken; Marti Subrahmanyam; George Tauchen; Harold Zhang; an anonymous referee; and seminar participants at Atlanta FED, University of Arizona, Boston College, Brown University, University of Chicago, CIRANO, Harvard University, Iowa State University, University of Maryland, Michigan State University, University of Michigan, University of Minnesota, the Newton Institute at Cambridge (UK), University of North Carolina, Northwestern University (Finance and Statistics Departments), NYU, the Center for NonLinear Methods in Economics at Svinkløv, Denmark, the Econometric Society Winter Meeting 1999, and the Option Pricing Conference in Montreal, March 2000, for helpful comments and suggestions. Also, we would like to thank the MSI center at the University of Minnesota for providing computing resources. Of course, all errors remain our sole responsibility. Previous versions of this paper were circulated under the title “Estimating Jump-Diffusions for Equity Returns.”Search for more papers by this author",2002/06/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,57.0,3.0,10.1111/1540-6261.00460,http://dx.doi.org/10.1111/1540-6261.00460
603,Albert S. Kyle; Wei Xiong,Contagion as a Wealth Effect,"
Wei XiongKyle is with Fuqua School of Business, Duke University. Xiong is with Bendheim Center for Finance, Princeton University. We thank seminar participants at Rice University, Sydney University, Tel Aviv University, Tilburg University, University College London, University of Toulouse, Conference on Hedge Funds at Duke University in November 1999, Conference on Liquidity Risks in Frankfurt, Germany in July 2000, Eleventh Annual Conference in Financial Economics and Accounting in University of Michigan Business School and 2001 AFA meetings in New Orleans for valuable discussions and comments.Search for more papers by this author",2001/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,56.0,4.0,10.1111/0022-1082.00373,http://dx.doi.org/10.1111/0022-1082.00373
604,KOSE JOHN; LUBOMIR LITOV; BERNARD YEUNG,Corporate Governance and Risk-Taking,"
BERNARD YEUNG
John is with Stern School of Business, NYU; Litov is with Olin Business School, Washington University in St. Louis; and Yeung is with National University of Singapore Business School and Stern School of Business, NYU. We thank the editor, Robert Stambaugh, and an anonymous referee for their helpful comments. We are also grateful for comments and discussions from Heitor Almeida, Yakov Amihud, David Backus, Matt Clayton, Art Durnev, Phil Dybvig, Bill Greene, Jianping Mei, Todd Milbourn, Randall Morck, Holger Mueller, Stew Myers, Darius Palia, Thomas Philippon, Enrico Perotti, Annette Poulson, S. Abraham Ravid, Joshua Ronen, Anjan Thakor, Peter Tufano, René Stulz, S. Viswanathan, Daniel Wolfenzon, Jeffrey Wurgler, David Yermack, Luigi Zingales, and the participants of the seminars at Brown University, Peking University, New York University, Rutgers University, Rensselaer Polytechnic Institute, EISAM (European Institute for Advanced Studies in Management) in Brussels, FIRN (Financial Integrity Research Network) in Melbourne, the second corporate governance conference at Washington University in St. Louis, the 2005 AEA meetings in Philadelphia, the Spring 2005 corporate governance NBER meetings, the 2005 EFA meeting in Moscow, and the 2007 AFA meeting in Chicago.Search for more papers by this author",2008/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,63.0,4.0,10.1111/j.1540-6261.2008.01372.x,http://dx.doi.org/10.1111/j.1540-6261.2008.01372.x
605,TIM LOUGHRAN; BILL MCDONALD,Measuring Readability in Financial Disclosures,"
BILL MCDONALD
Tim Loughran and Bill McDonald are at the Mendoza College of Business, University of Notre Dame. We thank Jeff Burks, Peter Easton, Paul Gao, Campbell Harvey (Editor), Stephannie Larocque, Jennifer Marietta-Westberg, Richard Mendenhall, Paul Tetlock, two anonymous referees, an anonymous Associate Editor, and seminar participants at Michigan State University, Rice University, and The University of Notre Dame for helpful comments. We are grateful to Jianfeng Zhu and Manisha Goswami for research assistance.Search for more papers by this author",2014/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69.0,4.0,10.1111/jofi.12162,http://dx.doi.org/10.1111/jofi.12162
606,Stijn Claessens; Simeon Djankov; Joseph P. H. Fan; Larry H. P. Lang,Disentangling the Incentive and Entrenchment Effects of Large Shareholdings,"
Larry H. P. LangUniversity of Amsterdam and Centre for Economic Policy Research; World Bank and Centre for Economic Policy Research; Hong Kong University of Science and Technology; and Chinese University of Hong Kong, respectively. Joseph P. H. Fan gratefully acknowledges the Hong Kong Government's Earmarked Grant for research support. Larry H. P. Lang gratefully acknowledges the financial support of the Hong Kong Government's Earmarked Grant and Direct Grant. The authors are grateful for the helpful comments of Lucian Bebchuk, Erik Berglof, Alexander Dyck, Caroline Freund, Ed Glaeser, Simon Johnson, Tarun Khanna, Florencio Lopez-de-Silanes, Randall Morck, Tatiana Nenova, Raghuram Rajan, Henri Servaes, Daniel Wolfenzon, and Luigi Zingales, the article's two anonymous referees, seminar participants at the World Bank, International Monetary Fund, Federation of Thai Industries, Georgetown University, George Washington University, Hong Kong University of Science and Technology, Korean Development Institute, Korea Institute of Finance, Vanderbilt University, University of Illinois, University of Michigan, University of Amsterdam, 1999 National Bureau for Economic Research summer conference on corporate finance, 2000 American Economic Association annual meetings, and especially of Rafael La Porta, Andrei Shleifer, and René Stulz. An earlier version of this article was called “Expropriation of Minority Shareholders: Evidence from East Asia.” The opinions expressed here do not necessarily ref lect those of the World Bank.Search for more papers by this author",2002/12/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,57.0,6.0,10.1111/1540-6261.00511,http://dx.doi.org/10.1111/1540-6261.00511
607,Andrew W. Lo; Harry Mamaysky; Jiang Wang,"Foundations of Technical Analysis: Computational Algorithms, Statistical Inference, and Empirical Implementation","
Andrew W. LoMIT Sloan School of Management and Yale School of Management. Corresponding author: Andrew W. Lo ([email protected]). This research was partially supported by the MIT Laboratory for Financial Engineering, Merrill Lynch, and the National Science Foundation (Grant SBR–9709976). We thank Ralph Acampora, Franklin Allen, Susan Berger, Mike Epstein, Narasimhan Jegadeesh, Ed Kao, Doug Sanzone, Jeff Simonoff, Tom Stoker, and seminar participants at the Federal Reserve Bank of New York, NYU, and conference participants at the Columbia-JAFEE conference, the 1999 Joint Statistical Meetings, RISK 99, the 1999 Annual Meeting of the Society for Computational Economics, and the 2000 Annual Meeting of the American Finance Association for valuable comments and discussion.Search for more papers by this author; 
Harry MamayskyMIT Sloan School of Management and Yale School of Management. Corresponding author: Andrew W. Lo ([email protected]). This research was partially supported by the MIT Laboratory for Financial Engineering, Merrill Lynch, and the National Science Foundation (Grant SBR–9709976). We thank Ralph Acampora, Franklin Allen, Susan Berger, Mike Epstein, Narasimhan Jegadeesh, Ed Kao, Doug Sanzone, Jeff Simonoff, Tom Stoker, and seminar participants at the Federal Reserve Bank of New York, NYU, and conference participants at the Columbia-JAFEE conference, the 1999 Joint Statistical Meetings, RISK 99, the 1999 Annual Meeting of the Society for Computational Economics, and the 2000 Annual Meeting of the American Finance Association for valuable comments and discussion.Search for more papers by this author; 
Jiang WangMIT Sloan School of Management and Yale School of Management. Corresponding author: Andrew W. Lo ([email protected]). This research was partially supported by the MIT Laboratory for Financial Engineering, Merrill Lynch, and the National Science Foundation (Grant SBR–9709976). We thank Ralph Acampora, Franklin Allen, Susan Berger, Mike Epstein, Narasimhan Jegadeesh, Ed Kao, Doug Sanzone, Jeff Simonoff, Tom Stoker, and seminar participants at the Federal Reserve Bank of New York, NYU, and conference participants at the Columbia-JAFEE conference, the 1999 Joint Statistical Meetings, RISK 99, the 1999 Annual Meeting of the Society for Computational Economics, and the 2000 Annual Meeting of the American Finance Association for valuable comments and discussion.Search for more papers by this author",2000/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,55.0,4.0,10.1111/0022-1082.00265,http://dx.doi.org/10.1111/0022-1082.00265
608,JUN QIAN; PHILIP E. STRAHAN,How Laws and Institutions Shape Financial Contracts: The Case of Bank Loans,"
PHILIP E. STRAHAN
Both authors are at the Carroll School of Management, Boston College and are affiliated with the Wharton Financial Institutions Center; Strahan is also affiliated with the NBER. We appreciate helpful comments from an anonymous referee and an associate editor, Franklin Allen, Thorsten Beck, Cliff Holderness, Ross Levine, Katharina Pistor, Andrei Shleifer, Amir Sufi, Bernard Yeung, and seminar participants at the Bank of England, Boston College, Bundesbank, Federal Deposit Insurance Corporation, the Federal Reserve Banks of New York and Philadelphia, Harvard, INSEAD, London Business School, Rice, Texas A&M, the American Finance Association meetings in Philadelphia, and the Financial Intermediation Research Society meetings in Capri, Italy. Geraldine Hough, Frank Corrado, Jean-Marc Donics, Mehrun Etebari, Daniel Yang, and Zhe Xu provided excellent research assistance. We gratefully acknowledge Florencio Lopez-de-Silanes and Richard Cantor for providing data on creditor rights and sovereign debt ratings, and Boston College for financial support. The authors are responsible for all remaining errors.Search for more papers by this author",2007/12/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,62.0,6.0,10.1111/j.1540-6261.2007.01293.x,http://dx.doi.org/10.1111/j.1540-6261.2007.01293.x
609,ALEX EDMANS,"Blockholder Trading, Market Efficiency, and Managerial Myopia","
ALEX EDMANS
Alex Edmans is at the Wharton School, University of Pennsylvania. I am deeply grateful to my advisors, Stewart Myers, Dirk Jenter, Gustavo Manso, and Xavier Gabaix, for their support and guidance. I am indebted to an anonymous referee for numerous comments that significantly improved the paper, as well as an associate editor and the editor, Cam Harvey. This paper has also benefited from input by Prasun Agarwal; Franklin Allen; Jack Bao; Indraneel Chakraborty; Florian Ederer; Isil Erel; Chris Evans; Carola Frydman; Itay Goldstein; Li He; Cliff Holderness; Adam Kolasinski; Pavitra Kumar; Robert Marquez; Anna Obizhaeva; Weiyang Qiu; Robert Ready; Michael Roberts; Steve Ross; Alan Schwartz; Jeremy Stein; Luke Taylor; Masako Ueda; Jialan Wang; Paul Yan; and seminar participants at the 2008 Penn/NYU Conference on Law and Finance, the 2007 WFA meetings, the 2006 CEPR European Summer Symposium in Financial Markets, the 2006 FMA doctoral tutorial, Berkeley, Boston College, Dartmouth, Duke, Maryland, MIT, Northwestern, Notre Dame, NYU, UBC, UCLA, UNC, Wharton, and Yale. I acknowledge excellent research assistance from Qi Liu, and travel grants from the NYSE and the MIT Graduate Student Council. This paper was previously circulated as “Blockholders, Market Efficiency, and Managerial Myopia.”Search for more papers by this author",2009/12/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64.0,6.0,10.1111/j.1540-6261.2009.01508.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01508.x
610,JAVIER GIL‐BAZO; PABLO RUIZ‐VERDÚ,The Relation between Price and Performance in the Mutual Fund Industry,"
PABLO RUIZ-VERDÚ
Gil-Bazo and Ruiz-Verdú are with the Department of Business Administration, Universidad Carlos III de Madrid. The authors thank Campbell Harvey (the editor), an anonymous associate editor, and an anonymous referee for their comments, which have led to substantial improvements in the paper. We are also grateful to Laurent Barras, Clemens Sialm, Massimo Guidolin, Alfonso Novales, Mikel Tapia, Manuel F. Bagüés, Frédéric Warzynski, and Ralph Koijen as well as seminar participants at Tilburg University, IE Business School, University of the Basque Country, Universidad de Navarra, Universitat Pompeu Fabra, Universidad Carlos III de Madrid, Financial Management Association European Conference, and the annual meeting of the European Financial Management Association for helpful comments and suggestions. The usual disclaimer applies. Part of the paper was written while Javier Gil-Bazo was visiting the Finance Department of Tilburg University. The financial support of Spain's Ministry of Education and Science (SEJ2005-06655, SEJ2007-67448, and Consolider-Ingenio CSD2006-16), the BBVA Foundation, and the Madrid Autonomous Region (CCG07-UC3M/HUM-3413) is gratefully acknowledged.Search for more papers by this author",2009/10/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,64.0,5.0,10.1111/j.1540-6261.2009.01497.x,http://dx.doi.org/10.1111/j.1540-6261.2009.01497.x
611,BRYAN KELLY; ĽUBOŠ PÁSTOR; PIETRO VERONESI,The Price of Political Uncertainty: Theory and Evidence from the Option Market,"
PIETRO VERONESI
All authors are at the University of Chicago Booth School of Business and NBER. Pástor and Veronesi are also at the CEPR. Pástor is also a member of the board of the National Bank of Slovakia. The views in this paper are those of the authors, not of the institutions they are affiliated with. We are grateful for comments from participants at the 2015 AFA meetings, 2015 NBER Summer Institute, 2015 NYU/Penn Conference on Law and Finance, 2015 Queen Mary Conference on Recent Advances in Finance, 2014 Asset Pricing Retreat at Tilburg, 2014 Duke/UNC Asset Pricing Conference, 2014 EFA meetings, 2014 ESSFM Gerzensee, 2014 Princeton conference on “The Causes and Consequences of Policy Uncertainty,” 2015 FARFE conference, 2014 Rising Stars Conference, 2014 SoFiE Conference, and seminars at Bocconi, Chicago, EDHEC, Imperial, Pennsylvania, Rochester, UCLA, Wisconsin, and the National Bank of Slovakia. We also thank Jonathan Brogaard, Andrea Buraschi, Hui Chen, John Cochrane, George Constantinides, Ian Dew-Becker, Michael Gofman, Brandon Julio, Juhani Linnainmaa, Rajnish Mehra, Toby Moskowitz, Stavros Panageas, Jay Shanken, Ken Singleton, Raghu Sundaram, Eric Talley, Moto Yogo, and two anonymous referees. Gerardo Manzo and Sarah Kervin provided excellent research assistance. This research was funded in part by the Fama-Miller Center for Research in Finance and by the Center for Research in Security Prices at the University of Chicago Booth School of Business.Search for more papers by this author",2016/10/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,71.0,5.0,10.1111/jofi.12406,http://dx.doi.org/10.1111/jofi.12406
612,VIRAL V. ACHARYA; DOUGLAS GALE; TANJU YORULMAZER,Rollover Risk and Market Freezes,"
TANJU YORULMAZER
Acharya is at NYU-Stern, CEPR, ECGI, and NBER; Gale is at the New York University; and Yorulmazer is at the Federal Reserve Bank of New York. The views expressed here are those of the authors and do not necessarily represent the views of the Federal Reserve Bank of New York or the Federal Reserve System. We are grateful to Dave Backus, Sudipto Bhattacharya, Alberto Bisin, Patrick Bolton, Markus Brunnermeier, John Geanakoplos, Ivalina Kalcheva, Todd Keister, Michael Manove, Martin Oehmke, Onur Ozgur, Matt Pritsker, Hyun Song Shin, S. “Vish” Viswanathan, Andrew Winton, and to all conference and seminar participants. Julia Dennett and Or Shachar provided excellent research assistance. All errors remain our own.Search for more papers by this author",2011/08/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,66.0,4.0,10.1111/j.1540-6261.2011.01669.x,http://dx.doi.org/10.1111/j.1540-6261.2011.01669.x
613,JAN BENA; KAI LI,Corporate Innovations and Mergers and Acquisitions,"
KAI LI
Jan Bena and Kai Li are at the Sauder School of Business, University of British Columbia. We thank Cam Harvey (the Editor), an anonymous referee, an anonymous Associate Editor, Anup Agrawal, Ken Ahern, Julian Atanassov, Gennaro Bernile, Simon Firestone, Kathleen Hanley, Jarrad Harford, Keith Head, Jerry Hoberg, Marcin Kacperczyk, Jon Karpoff, Ambrus Kecskés, Ron Masulis, Michael Meloche, Gordon Phillips, Shinichi Sakata, Amit Seru, Anju Seth, Shang-jin Wei, Shan Zhao, seminar participants at BlackRock, CERGE-EI, Chinese University of Hong Kong, Federal Reserve Board of the Governors, Fudan University, Office of the Comptroller of the Currency, Shanghai Jiaotong University, Shanghai University of Finance and Economics, University of Alabama, University of Hong Kong, UIBE, Virginia Tech, Xian Jiaotong University, and conference participants at the Pacific Northwest Finance Conference (Seattle), the Financial Intermediation Research Society Conference (Sydney), the UBC Summer Finance Conference (Vancouver), the Northern Finance Association Meetings (Vancouver), the 8th Annual Corporate Finance Conference at Washington University in St. Louis, the 24th Australasian Finance and Banking Conference (Sydney), and the American Finance Association Meetings (Chicago) for helpful comments. We also thank Milka Dimitrova, Chang Jie Hu, Yan Jin, Kairong Xiao, and Feng Zhang for research assistance. We acknowledge financial support from the Social Sciences and Humanities Research Council of Canada (SSHRC). All remaining errors are our own.Search for more papers by this author",2014/10/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,69.0,5.0,10.1111/jofi.12059,http://dx.doi.org/10.1111/jofi.12059
614,Tarun Chordia; Lakshmanan Shivakumar,"Momentum, Business Cycle, and Time-varying Expected Returns","
Lakshmanan ShivakumarTarun Chordia is from the Goizueta Business School, Emory University and Lakshmanan Shivakumar is from the London Business School. We thank Ray Ball, Mark Britten-Jones, Jeff Busse, Josh Coval, Gene Fama, Mark Grinblatt, David Hirshleifer, Paul Irvine, Narasimhan Jegadeesh, Gautam Kaul, S. P. Kothari, Toby Moskowitz, Avanidhar Subrahmanyam, Bhaskaran Swaminathan, Sheridan Titman, and seminar participants at the London Business School, Vanderbilt University, Mitsui Life Accounting and Finance Conference, WFA 2000 meetings, EFA 2000, EFMA 2000, and the AFA 2001 meetings for helpful comments. We also thank Rick Green (editor) and an anonymous referee for valuable suggestions. The second author was supported by the Dean's Fund for Research at the London Business School. All errors are our own.Search for more papers by this author",2002/04/01,The Journal of Finance,Economics and Econometrics; Finance; Accounting,57.0,2.0,10.1111/1540-6261.00449,http://dx.doi.org/10.1111/1540-6261.00449
