,Authors,Title,Affiliations,Published Date,Journal Name ,Subjects,Volume,Issue,DOI,URL
118,Bo E. Honoré; Adriana Lleras-Muney,Bounds in Competing Risks Models and the War on Cancer,,2006-11,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00722.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00722.x
119,Rahul Savani; Bernhard Stengel,Hard-to-Solve Bimatrix Games,,2006-3,Econometrica,Economics and Econometrics,74,2,10.1111/j.1468-0262.2006.00667.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00667.x
120,Dipjyoti Majumdar; Arunava Sen,Ordinally Bayesian Incentive Compatible Voting Rules,,2004-3,Econometrica,Economics and Econometrics,72,2,10.1111/j.1468-0262.2004.00499.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00499.x
121,Timothy J. Kehoe; David K. Levine,Liquidity Constrained Markets Versus Debt Constrained Markets,,2001-5,Econometrica,Economics and Econometrics,69,3,10.1111/1468-0262.00206,http://dx.doi.org/10.1111/1468-0262.00206
122,Christopher J. Flinn,"Minimum Wage Effects on Labor Market Outcomes under Search, Matching, and Endogenous Contact Rates",,2006-7,Econometrica,Economics and Econometrics,74,4,10.1111/j.1468-0262.2006.00693.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00693.x
123,Yingyao Hu; Susanne M. Schennach,Instrumental Variable Treatment of Nonclassical Measurement Error Models,,2008-1,Econometrica,Economics and Econometrics,76,1,10.1111/j.0012-9682.2008.00823.x,http://dx.doi.org/10.1111/j.0012-9682.2008.00823.x
124,Bo E. Honore; Arthur Lewbel,Semiparametric Binary Choice Panel Data Models Without Strictly Exogeneous Regressors,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00363,http://dx.doi.org/10.1111/1468-0262.00363
125,Dennis Epple; Richard Romano; Holger Sieg,"Admission, Tuition, and Financial Aid Policies in the Market for Higher Education",,2006-7,Econometrica,Economics and Econometrics,74,4,10.1111/j.1468-0262.2006.00690.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00690.x
126,Rod Garratt; Thomas Troger,Speculation in Standard Auctions with Resale,,2006-5,Econometrica,Economics and Econometrics,74,3,10.1111/j.1468-0262.2006.00681.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00681.x
127,Yacine Ait-Sahalia; Per A. Mykland,The Effects of Random and Discrete Sampling when Estimating Continuous-Time Diffusions,,2003-3,Econometrica,Economics and Econometrics,71,2,10.1111/1468-0262.t01-1-00416,http://dx.doi.org/10.1111/1468-0262.t01-1-00416
128,Juan D Moreno-Ternero; John E Roemer,"Impartiality, Priority, and Solidarity in the Theory of Justice",,2006-9,Econometrica,Economics and Econometrics,74,5,10.1111/j.1468-0262.2006.00710.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00710.x
129,Pierre Dubois; Bruno Jullien; Thierry Magnac,Formal and Informal Risk Sharing in LDCs: Theory and Empirical Evidence,,2008-7,Econometrica,Economics and Econometrics,76,4,10.1111/j.1468-0262.2008.00857.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00857.x
130,Buhong Zheng,Testing Lorenz Curves with Non-Simple Random Samples,,2002-5,Econometrica,Economics and Econometrics,70,3,10.1111/1468-0262.00325,http://dx.doi.org/10.1111/1468-0262.00325
131,Geoffrey Woglom,More Results on the Exact Small Sample Properties of the Instrumental Variable Estimator,,2001-9,Econometrica,Economics and Econometrics,69,5,10.1111/1468-0262.00247,http://dx.doi.org/10.1111/1468-0262.00247
132,Stanislav Anatolyev,"GMM, GEL, Serial Correlation, and Asymptotic Bias",,2005-5,Econometrica,Economics and Econometrics,73,3,10.1111/j.1468-0262.2005.00601.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00601.x
133,Martin Dufwenberg; Mark Stegeman,Existence and Uniqueness of Maximal Reductions Under Iterated Strict Dominance,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00360,http://dx.doi.org/10.1111/1468-0262.00360
134,Arthur Lewbel; Oliver Linton,Nonparametric Censored and Truncated Regression,,2002-3,Econometrica,Economics and Econometrics,70,2,10.1111/1468-0262.00304,http://dx.doi.org/10.1111/1468-0262.00304
135,Ariel Pakes; Paul McGuire,"Stochastic Algorithms, Symmetric Markov Perfect Equilibrium, and the 'curse' of Dimensionality",,2001-9,Econometrica,Economics and Econometrics,69,5,10.1111/1468-0262.00241,http://dx.doi.org/10.1111/1468-0262.00241
136,Lars Ljungqvist; Thomas J. Sargent,Two Questions about European Unemployment,,2008-1,Econometrica,Economics and Econometrics,76,1,10.1111/j.0012-9682.2008.00816.x,http://dx.doi.org/10.1111/j.0012-9682.2008.00816.x
137,Frank Heinemann; Rosemarie Nagel; Peter Ockenfels,The Theory of Global Games on Test: Experimental Analysis of Coordination Games with Public and Private Information,,2004-9,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00544.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00544.x
138,Sergio Firpo,Efficient Semiparametric Estimation of Quantile Treatment Effects,,2007-1,Econometrica,Economics and Econometrics,75,1,10.1111/j.1468-0262.2007.00738.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00738.x
139,Miguel Costa-Gomes; Vincent P. Crawford; Bruno Broseta,Cognition and Behavior in Normal-Form Games: An Experimental Study,,2001-9,Econometrica,Economics and Econometrics,69,5,10.1111/1468-0262.00239,http://dx.doi.org/10.1111/1468-0262.00239
140,Gary Charness; Martin Dufwenberg,Promises and Partnership,,2006-11,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00719.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00719.x
141,Nicola Persico,Information Acquisition in Auctions,,2000-1,Econometrica,Economics and Econometrics,68,1,10.1111/1468-0262.00096,http://dx.doi.org/10.1111/1468-0262.00096
142,Anna Bogomolnaia; Herve Moulin,Random Matching Under Dichotomous Preferences,,2004-1,Econometrica,Economics and Econometrics,72,1,10.1111/j.1468-0262.2004.00483.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00483.x
143,Lung-Fei Lee,Asymptotic Distributions of Quasi-Maximum Likelihood Estimators for Spatial Autoregressive Models,,2004-11,Econometrica,Economics and Econometrics,72,6,10.1111/j.1468-0262.2004.00558.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00558.x
144,Johannes Hörner; Wojciech Olszewski,The Folk Theorem for Games with Private Almost-Perfect Monitoring,,2006-11,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00717.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00717.x
145,Christopher Phelan; Ennio Stacchetti,Sequential Equilibria in a Ramsey Tax Model,,2001-11,Econometrica,Economics and Econometrics,69,6,10.1111/1468-0262.00255,http://dx.doi.org/10.1111/1468-0262.00255
146,Dennis Epple; Thomas Romer; Holger Sieg,Interjurisdictional Sorting and Majority Rule: An Empirical Analysis,,2001-11,Econometrica,Economics and Econometrics,69,6,10.1111/1468-0262.00253,http://dx.doi.org/10.1111/1468-0262.00253
147,David K. Levine; William R. Zame,Does Market Incompleteness Matter?,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00354,http://dx.doi.org/10.1111/1468-0262.00354
148,Pierre Cahuc; Fabien Postel-Vinay; Jean-Marc Robin,Wage Bargaining with On-the-Job Search: Theory and Evidence,,2006-3,Econometrica,Economics and Econometrics,74,2,10.1111/j.1468-0262.2006.00665.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00665.x
149,David Martimort; Lars Stole2,The Revelation and Delegation Principles in Common Agency Games,,2002-7,Econometrica,Economics and Econometrics,70,4,10.1111/1468-0262.t01-1-00345,http://dx.doi.org/10.1111/1468-0262.t01-1-00345
150,Haluk I. Ergin,Efficient Resource Allocation on the Basis of Priorities,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/1468-0262.00383,http://dx.doi.org/10.1111/1468-0262.00383
151,Martin W. Cripps; George J. Mailath; Larry Samuelson,Imperfect Monitoring and Impermanent Reputations,,2004-3,Econometrica,Economics and Econometrics,72,2,10.1111/j.1468-0262.2004.00496.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00496.x
152,Peter Arcidiacono,Affirmative Action in Higher Education: How Do Admission and Financial Aid Rules Affect Future Earnings?,,2005-9,Econometrica,Economics and Econometrics,73,5,10.1111/j.1468-0262.2005.00627.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00627.x
153,Dean Corbae; Ted Temzelides; Randall Wright,Directed Matching and Monetary Exchange,,2003-5,Econometrica,Economics and Econometrics,71,3,10.1111/1468-0262.00424,http://dx.doi.org/10.1111/1468-0262.00424
154,Peter Eso; Lucy White,Precautionary Bidding in Auctions,,2004-1,Econometrica,Economics and Econometrics,72,1,10.1111/j.1468-0262.2004.00478.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00478.x
155,Pradeep Dubey; John Geanakoplos; Martin Shubik,Default and Punishment in General Equilibrium1,,2005-1,Econometrica,Economics and Econometrics,73,1,10.1111/j.1468-0262.2005.00563.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00563.x
156,Joon Y. Park; Peter C. B. Phillips,Nonlinear Regressions with Integrated Time Series,,2001-1,Econometrica,Economics and Econometrics,69,1,10.1111/1468-0262.00180,http://dx.doi.org/10.1111/1468-0262.00180
157,Susan Athey,Single Crossing Properties and the Existence of Pure Strategy Equilibria in Games of Incomplete Information,,2001-7,Econometrica,Economics and Econometrics,69,4,10.1111/1468-0262.00223,http://dx.doi.org/10.1111/1468-0262.00223
158,Karim M. Abadir; Paolo Paruolo,Simple Robust Testing of Regression Hypotheses: A Comment,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00367,http://dx.doi.org/10.1111/1468-0262.00367
159,Stephen G. Donald; Whitney K. Newey,Choosing the Number of Instruments,,2001-9,Econometrica,Economics and Econometrics,69,5,10.1111/1468-0262.00238,http://dx.doi.org/10.1111/1468-0262.00238
160,Soren Johansen,A Small Sample Correction for the Test of Cointegrating Rank in the Vector Autoregressive Model,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00358,http://dx.doi.org/10.1111/1468-0262.00358
161,Edward Vytlacil,"Independence, Monotonicity, and Latent Index Models: An Equivalence Result",,2002-1,Econometrica,Economics and Econometrics,70,1,10.1111/1468-0262.00277,http://dx.doi.org/10.1111/1468-0262.00277
162,Joseph G. Altonji; Rosa L. Matzkin,Cross Section and Panel Data Estimators for Nonseparable Models with Endogenous Regressors,,2005-7,Econometrica,Economics and Econometrics,73,4,10.1111/j.1468-0262.2005.00609.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00609.x
163,Edward Vytlacil; Nese Yildiz,Dummy Endogenous Variables in Weakly Separable Models,,2007-5,Econometrica,Economics and Econometrics,75,3,10.1111/j.1468-0262.2007.00767.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00767.x
164,Arie Beresteanu; Francesca Molinari,Asymptotic Properties for a Class of Partially Identified Models,,2008-7,Econometrica,Economics and Econometrics,76,4,10.1111/j.1468-0262.2008.00859.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00859.x
165,Stefan Hoderlein; Enno Mammen,Identification of Marginal Effects in Nonseparable Models Without Monotonicity,,2007-9,Econometrica,Economics and Econometrics,75,5,10.1111/j.1468-0262.2007.00801.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00801.x
166,Keisuke Hirano,Semiparametric Bayesian Inference in Autoregressive Panel Data Models,,2002-3,Econometrica,Economics and Econometrics,70,2,10.1111/1468-0262.00305,http://dx.doi.org/10.1111/1468-0262.00305
167,Satyajit Chatterjee; Dean Corbae; Makoto Nakajima; José-Víctor Ríos-Rull,A Quantitative Theory of Unsecured Consumer Credit with Risk of Default,,2007-11,Econometrica,Economics and Econometrics,75,6,10.1111/j.1468-0262.2007.00806.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00806.x
168,Donald W. K. Andrews,Testing When a Parameter is on the Boundary of the Maintained Hypothesis,,2001-5,Econometrica,Economics and Econometrics,69,3,10.1111/1468-0262.00210,http://dx.doi.org/10.1111/1468-0262.00210
169,Javier Alvarez; Manuel Arellano,The Time Series and Cross-Section Asymptotics of Dynamic Panel Data Estimators,,2003-7,Econometrica,Economics and Econometrics,71,4,10.1111/1468-0262.00441,http://dx.doi.org/10.1111/1468-0262.00441
170,Charles F. Manski; John V. Pepper,Monotone Instrumental Variables: With an Application to the Returns to Schooling,,2000-7,Econometrica,Economics and Econometrics,68,4,10.1111/1468-0262.00144,http://dx.doi.org/10.1111/1468-0262.00144
171,M. Hashem Pesaran,Estimation and Inference in Large Heterogeneous Panels with a Multifactor Error Structure,,2006-7,Econometrica,Economics and Econometrics,74,4,10.1111/j.1468-0262.2006.00692.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00692.x
172,Guy Laroque,"The Econometric Society Annual Reports, 2002 Report of the President",,2003-5,Econometrica,Economics and Econometrics,71,3,10.1111/1468-0262.00434,http://dx.doi.org/10.1111/1468-0262.00434
173,Hector Chade; Lones Smith,Simultaneous Search,,2006-9,Econometrica,Economics and Econometrics,74,5,10.1111/j.1468-0262.2006.00705.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00705.x
174,Jinyong Hahn; Jerry Hausman,A New Specification Test for the Validity of Instrumental Variables,,2002-1,Econometrica,Economics and Econometrics,70,1,10.1111/1468-0262.00272,http://dx.doi.org/10.1111/1468-0262.00272
175,Adonis Yatchew; Joungyeo Angela No,Household Gasoline Demand in Canada,,2001-11,Econometrica,Economics and Econometrics,69,6,10.1111/1468-0262.00264,http://dx.doi.org/10.1111/1468-0262.00264
176,Emmanuel Guerre; Isabelle Perrigne; Quang Vuong,Optimal Nonparametric Estimation of First-price Auctions,,2000-5,Econometrica,Economics and Econometrics,68,3,10.1111/1468-0262.00123,http://dx.doi.org/10.1111/1468-0262.00123
177,Yongmiao Hong; Halbert White,Asymptotic Distribution Theory for Nonparametric Entropy Measures of Serial Dependence,,2005-5,Econometrica,Economics and Econometrics,73,3,10.1111/j.1468-0262.2005.00597.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00597.x
178,WhitneyK. Newey; Richard J. Smith,Higher Order Properties of Gmm and Generalized Empirical Likelihood Estimators,,2004-1,Econometrica,Economics and Econometrics,72,1,10.1111/j.1468-0262.2004.00482.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00482.x
179,John K.H. Quah,The Law of Demand and Risk Aversion,,2003-3,Econometrica,Economics and Econometrics,71,2,10.1111/1468-0262.00421,http://dx.doi.org/10.1111/1468-0262.00421
180,Ernst Fehr; Jean-Robert Tyran,Limited Rationality and Strategic Interaction: The Impact of the Strategic Environment on Nominal Inertia,,2008-3,Econometrica,Economics and Econometrics,76,2,10.1111/j.1468-0262.2008.00836.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00836.x
181,Felix Kubler; Karl Schmedders,Approximate versus Exact Equilibria in Dynamic Economies,,2005-7,Econometrica,Economics and Econometrics,73,4,10.1111/j.1468-0262.2005.00614.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00614.x
182,Jonathan Eaton; Samuel Kortum,"Technology, Geography, and Trade",,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00352,http://dx.doi.org/10.1111/1468-0262.00352
183,Paul Milgrom; Ilya Segal,Envelope Theorems for Arbitrary Choice Sets,,2002-3,Econometrica,Economics and Econometrics,70,2,10.1111/1468-0262.00296,http://dx.doi.org/10.1111/1468-0262.00296
184,James H. Stock; Mark W. Watson,Heteroskedasticity-Robust Standard Errors for Fixed Effects Panel Data Regression,,2008-1,Econometrica,Economics and Econometrics,76,1,10.1111/j.0012-9682.2008.00821.x,http://dx.doi.org/10.1111/j.0012-9682.2008.00821.x
185,Robert M. Jong; James Davidson,Consistency of Kernel Estimators of Heteroscedastic and Autocorrelated Covariance Matrices,,2000-3,Econometrica,Economics and Econometrics,68,2,10.1111/1468-0262.00115,http://dx.doi.org/10.1111/1468-0262.00115
186,Xiaohong Chen; Oliver Linton; Ingrid Van Keilegom,Estimation of Semiparametric Models when the Criterion Function Is Not Smooth,,2003-9,Econometrica,Economics and Econometrics,71,5,10.1111/1468-0262.00461,http://dx.doi.org/10.1111/1468-0262.00461
187,Yuichi Kitamura; Gautam Tripathi; Hyungtaik Ahn,Empirical Likelihood-Based Inference in Conditional Moment Restriction Models,,2004-11,Econometrica,Economics and Econometrics,72,6,10.1111/j.1468-0262.2004.00550.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00550.x
188,Chunrong Ai; Xiaohong Chen,Efficient Estimation of Models with Conditional Moment Restrictions Containing Unknown Functions,,2003-11,Econometrica,Economics and Econometrics,71,6,10.1111/1468-0262.00470,http://dx.doi.org/10.1111/1468-0262.00470
189,Andrew Chesher,Identification in Nonseparable Models,,2003-9,Econometrica,Economics and Econometrics,71,5,10.1111/1468-0262.00454,http://dx.doi.org/10.1111/1468-0262.00454
190,Roger Koenker; Zhijie Xiao,Inference on the Quantile Regression Process,,2002-7,Econometrica,Economics and Econometrics,70,4,10.1111/1468-0262.00342,http://dx.doi.org/10.1111/1468-0262.00342
191,Torben G. Andersen; Tim Bollerslev; Francis X. Diebold; Paul Labys,Modeling and Forecasting Realized Volatility,,2003-3,Econometrica,Economics and Econometrics,71,2,10.1111/1468-0262.00418,http://dx.doi.org/10.1111/1468-0262.00418
192,Charles F. Manski,Measuring Expectations,,2004-9,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00537.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00537.x
193,Hyungsik Roger Moon; Peter C. B. Phillips,GMM Estimation of Autoregressive Roots Near Unity with Panel Data,,2004-3,Econometrica,Economics and Econometrics,72,2,10.1111/j.1468-0262.2004.00498.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00498.x
194,Avinash Dixit,On Modes of Economic Governance,,2003-3,Econometrica,Economics and Econometrics,71,2,10.1111/1468-0262.00415,http://dx.doi.org/10.1111/1468-0262.00415
195,Coralio Ballester; Antoni Calvó-Armengol; Yves Zenou,Who's Who in Networks. Wanted: The Key Player,,2006-9,Econometrica,Economics and Econometrics,74,5,10.1111/j.1468-0262.2006.00709.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00709.x
196,Halbert White,A Reality Check for Data Snooping,,2000-9,Econometrica,Economics and Econometrics,68,5,10.1111/1468-0262.00152,http://dx.doi.org/10.1111/1468-0262.00152
197,Patrick Legros; Andrew F. Newman,"Beauty Is a Beast, Frog Is a Prince: Assortative Matching with Nontransferabilities",,2007-7,Econometrica,Economics and Econometrics,75,4,10.1111/j.1468-0262.2007.00782.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00782.x
198,Whitney K. Newey; James L. Powell,Instrumental Variable Estimation of Nonparametric Models,,2003-9,Econometrica,Economics and Econometrics,71,5,10.1111/1468-0262.00459,http://dx.doi.org/10.1111/1468-0262.00459
199,Franklin Allen; Douglas Gale,Financial Intermediaries and Markets,,2004-7,Econometrica,Economics and Econometrics,72,4,10.1111/j.1468-0262.2004.00525.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00525.x
200,Felix Kubler,Approximate Generalizations and Computational Experiments,,2007-7,Econometrica,Economics and Econometrics,75,4,10.1111/j.1468-0262.2007.00779.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00779.x
201,Luciano I. de Castro,"Corrigendum to ""Existence of Equilibrium in Single and Double Private Value Auctions""",,2006-11,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00725.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00725.x
202,Gil Kalai,Social Indeterminacy,,2004-9,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00543.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00543.x
203,Mehmet Caner; Bruce E. Hansen,Threshold Autoregression with a Unit Root,,2001-11,Econometrica,Economics and Econometrics,69,6,10.1111/1468-0262.00257,http://dx.doi.org/10.1111/1468-0262.00257
204,Igal Hendel; Aviv Nevo,Measuring the Implications of Sales and Consumer Inventory Behavior,,2006-11,Econometrica,Economics and Econometrics,74,6,10.1111/j.1468-0262.2006.00721.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00721.x
205,Daron Acemoglu,Equilibrium Bias of Technology,,2007-9,Econometrica,Economics and Econometrics,75,5,10.1111/j.1468-0262.2007.00797.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00797.x
206,Alvaro Sandroni,Do Markets Favor Agents able to Make Accurate Predictions?,,2000-11,Econometrica,Economics and Econometrics,68,6,10.1111/1468-0262.00163,http://dx.doi.org/10.1111/1468-0262.00163
207,Venkatesh Bala; Sanjeev Goyal,A Noncooperative Model of Network Formation,,2000-9,Econometrica,Economics and Econometrics,68,5,10.1111/1468-0262.00155,http://dx.doi.org/10.1111/1468-0262.00155
208,Aviv Nevo,Measuring Market Power in the Ready-to-Eat Cereal Industry,,2001-3,Econometrica,Economics and Econometrics,69,2,10.1111/1468-0262.00194,http://dx.doi.org/10.1111/1468-0262.00194
209,James Andreoni; John Miller,Giving According to GARP: An Experimental Test of the Consistency of Preferences for Altruism,,2002-3,Econometrica,Economics and Econometrics,70,2,10.1111/1468-0262.00302,http://dx.doi.org/10.1111/1468-0262.00302
210,Eddie Dekel; Barton L Lipman; Aldo Rustichini; Todd Sarver,Representing Preferences with a Unique Subjective State Space: A Corrigendum,,2007-3,Econometrica,Economics and Econometrics,75,2,10.1111/j.1468-0262.2006.00759.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00759.x
211,John H. Nachbar,General Equilibrium Comparative Statics,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00364,http://dx.doi.org/10.1111/1468-0262.00364
212,Alastair R. Hall,Covariance Matrix Estimation and the Power of the Overidentifying Restrictions Test,,2000-11,Econometrica,Economics and Econometrics,68,6,10.1111/1468-0262.00171,http://dx.doi.org/10.1111/1468-0262.00171
213,Mark A. Satterthwaite; Steven R. Williams,The Optimality of a Simple Market Mechanism,,2002-9,Econometrica,Economics and Econometrics,70,5,10.1111/1468-0262.00355,http://dx.doi.org/10.1111/1468-0262.00355
214,Itzhak Gilboa; David Schmeidler,Inductive Inference: An Axiomatic Approach,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00388,http://dx.doi.org/10.1111/1468-0262.00388
215,Daniel S. Hamermesh; Peter Schmidt,The Determinants of Econometric Society Fellows Elections,,2003-1,Econometrica,Economics and Econometrics,71,1,10.1111/1468-0262.00406,http://dx.doi.org/10.1111/1468-0262.00406
216,Sergiu Hart,Adaptive Heuristics,,2005-9,Econometrica,Economics and Econometrics,73,5,10.1111/j.1468-0262.2005.00625.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00625.x
217,Fernando Alvarez; Patrick J. Kehoe; Pablo Andres Neumeyer,The Time Consistency of Optimal Monetary and Fiscal Policies,,2004-3,Econometrica,Economics and Econometrics,72,2,10.1111/j.1468-0262.2004.00500.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00500.x
218,Yeon-Koo Che; Jinwoo Kim,Robustly Collusion-Proof Implementation,,2006-7,Econometrica,Economics and Econometrics,74,4,10.1111/j.1468-0262.2006.00694.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00694.x
219,Kfir Eliaz; Ran Spiegler,A Mechanism-Design Approach to Speculative Trade,,2007-5,Econometrica,Economics and Econometrics,75,3,10.1111/j.1468-0262.2007.00770.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00770.x
220,Robert Kollmann,A Dynamic Equilibrium Model of International Portfolio Holdings: Comment,,2006-1,Econometrica,Economics and Econometrics,74,1,10.1111/j.1468-0262.2006.00656.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00656.x
221,Guillaume Rocheteau; Randall Wright,"Money in Search Equilibrium, in Competitive Equilibrium, and in Competitive Search Equilibrium",,2005-1,Econometrica,Economics and Econometrics,73,1,10.1111/j.1468-0262.2005.00568.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00568.x
222,Matthew O Jackson; Hugo F Sonnenschein,Overcoming Incentive Constraints by Linking Decisions,,2007-1,Econometrica,Economics and Econometrics,75,1,10.1111/j.1468-0262.2007.00737.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00737.x
223,Clifford M. Hurvich; Eric Moulines; Philippe Soulier,"Corrigendum to ""Estimating Long Memory in Volatility""",,2008-5,Econometrica,Economics and Econometrics,76,3,10.1111/j.1468-0262.2008.00851.x,http://dx.doi.org/10.1111/j.1468-0262.2008.00851.x
224,Vincent P. Crawford; Nagore Iriberri,Level-k Auctions: Can a Nonequilibrium Model of Strategic Thinking Explain the Winner's Curse and Overbidding in Private-Value Auctions?,,2007-11,Econometrica,Economics and Econometrics,75,6,10.1111/j.1468-0262.2007.00810.x,http://dx.doi.org/10.1111/j.1468-0262.2007.00810.x
225,Luca Rigotti; Chris Shannon,Uncertainty and Risk in Financial Markets,,2005-1,Econometrica,Economics and Econometrics,73,1,10.1111/j.1468-0262.2005.00569.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00569.x
226,Bo E. Honore; Ekaterini Kyriazidou,Panel Data Discrete Choice Models with Lagged Dependent Variables,,2000-7,Econometrica,Economics and Econometrics,68,4,10.1111/1468-0262.00139,http://dx.doi.org/10.1111/1468-0262.00139
227,Darrell Duffie; David Lando,Term Structures of Credit Spreads with Incomplete Accounting Information,,2001-5,Econometrica,Economics and Econometrics,69,3,10.1111/1468-0262.00208,http://dx.doi.org/10.1111/1468-0262.00208
228,Armin Falk; Ernst Fehr; Urs Fischbacher,Driving Forces Behind Informal Sanctions,,2005-11,Econometrica,Economics and Econometrics,73,6,10.1111/j.1468-0262.2005.00644.x,http://dx.doi.org/10.1111/j.1468-0262.2005.00644.x
229,Manuel A. Dominguez; Ignacio N. Lobato,Consistent Estimation of Models Defined by Conditional Moment Restrictions,,2004-9,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00545.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00545.x
230,Kim-Sau Chung; Jeffrey C. Ely,Implementation with Near-Complete Information,,2003-5,Econometrica,Economics and Econometrics,71,3,10.1111/1468-0262.00428,http://dx.doi.org/10.1111/1468-0262.00428
231,Yongmiao Hong; Chihwa Kao,Wavelet-Based Testing for Serial Correlation of Unknown Form in Panel Models,,2004-9,Econometrica,Economics and Econometrics,72,5,10.1111/j.1468-0262.2004.00542.x,http://dx.doi.org/10.1111/j.1468-0262.2004.00542.x
232,Roland Benabou,Tax and Education Policy in a Heterogeneous-Agent Economy: What Levels of Redistribution Maximize Growth and Efficiency?,,2002-3,Econometrica,Economics and Econometrics,70,2,10.1111/1468-0262.00293,http://dx.doi.org/10.1111/1468-0262.00293
233,V. V. Chari; Patrick J. Kehoe; Ellen R. Mcgrattan,Sticky Price Models of the Business Cycle: Can the Contract Multiplier Solve the Persistence Problem?,,2000-9,Econometrica,Economics and Econometrics,68,5,10.1111/1468-0262.00154,http://dx.doi.org/10.1111/1468-0262.00154
234,Nathaniel T Wilcox,Theories of Learning in Games and Heterogeneity Bias,,2006-9,Econometrica,Economics and Econometrics,74,5,10.1111/j.1468-0262.2006.00704.x,http://dx.doi.org/10.1111/j.1468-0262.2006.00704.x
235,Torsten Persson,Do Political Institutions Shape Economic Policy?,,2002-5,Econometrica,Economics and Econometrics,70,3,10.1111/1468-0262.00313,http://dx.doi.org/10.1111/1468-0262.00313
236,Luojia Hu,Estimation of a Censored Dynamic Panel Data Model,,2002-11,Econometrica,Economics and Econometrics,70,6,10.1111/j.1468-0262.2002.00448.x,http://dx.doi.org/10.1111/j.1468-0262.2002.00448.x
