Author,Affiliation,Publication Date,Journal Title,Title,URL
Robert L Strawderman, Cornell University,2001-12-1,Journal of the American Statistical Association,Stochastic Population Models: A Compartmental Perspective,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s435
Martin T Wells, Cornell University,2001-12-1,Journal of the American Statistical Association,"Statistics of Random Processes I: General Theory, Statistics of Random Processes II: Applications",https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s428
J R Lockwood; Mark J Schervish; Patrick Gurian; Mitchell J Small,"graduate student, Department of Civil and Environmental Engineering, and Mitchell J. Small is Professor, Department of Engineering and Public Policy and Department of Civil and Environmental Engineering, Carnegie Mellon University, Pittsburgh, PA 15213. The support and guidance provided by Judy Calem, Ben Smith, Andrew Schulman, and Lew Summers of the USEPA Office of Ground Water and Drinking Water, Standards and Risk Management Division are gratefully acknowledged. This article has not undergone USEPA peer review, and no official endorsement should be inferred. This research was supported by US EPA award No. R826890-01-0 and Cooperative Agreement CR825188-01-3 between US EPA Office of Policy, Planning and Evaluation (OPPE) and Carnegie Mellon University.; graduate student, Department of Civil and Environmental Engineering, and Mitchell J. Small is Professor, Department of Engineering and Public Policy and Department of Civil and Environmental Engineering, Carnegie Mellon University, Pittsburgh, PA 15213. The support and guidance provided by Judy Calem, Ben Smith, Andrew Schulman, and Lew Summers of the USEPA Office of Ground Water and Drinking Water, Standards and Risk Management Division are gratefully acknowledged. This article has not undergone USEPA peer review, and no official endorsement should be inferred. This research was supported by US EPA award No. R826890-01-0 and Cooperative Agreement CR825188-01-3 between US EPA Office of Policy, Planning and Evaluation (OPPE) and Carnegie Mellon University.; graduate student, Department of Civil and Environmental Engineering, and Mitchell J. Small is Professor, Department of Engineering and Public Policy and Department of Civil and Environmental Engineering, Carnegie Mellon University, Pittsburgh, PA 15213. The support and guidance provided by Judy Calem, Ben Smith, Andrew Schulman, and Lew Summers of the USEPA Office of Ground Water and Drinking Water, Standards and Risk Management Division are gratefully acknowledged. This article has not undergone USEPA peer review, and no official endorsement should be inferred. This research was supported by US EPA award No. R826890-01-0 and Cooperative Agreement CR825188-01-3 between US EPA Office of Policy, Planning and Evaluation (OPPE) and Carnegie Mellon University.; graduate student, Department of Civil and Environmental Engineering, and Mitchell J. Small is Professor, Department of Engineering and Public Policy and Department of Civil and Environmental Engineering, Carnegie Mellon University, Pittsburgh, PA 15213. The support and guidance provided by Judy Calem, Ben Smith, Andrew Schulman, and Lew Summers of the USEPA Office of Ground Water and Drinking Water, Standards and Risk Management Division are gratefully acknowledged. This article has not undergone USEPA peer review, and no official endorsement should be inferred. This research was supported by US EPA award No. R826890-01-0 and Cooperative Agreement CR825188-01-3 between US EPA Office of Policy, Planning and Evaluation (OPPE) and Carnegie Mellon University.",2001-12-1,Journal of the American Statistical Association,Characterization of Arsenic Occurrence in Source Waters of U.S. Community Water Systems,https://www.tandfonline.com/doi/abs/10.1198/016214501753381832
Joel L Horowitz,"and helping with their interpretation of the data. Charles Manski, William Nordhaus, and John Pepper provided helpful comments on an earlier draft of this paper. The research was supported in part by NSF grants SBR-9617925 and SES-9910925.",2001-12-1,Journal of the American Statistical Association,Should the DEA's STRIDE Data Be Used for Economic Analyses of Markets for Illegal Drugs?,https://www.tandfonline.com/doi/abs/10.1198/016214501753381904
Kenneth N Berk, Illinois State University,2001-12-1,Journal of the American Statistical Association,SAS System for Regression,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s437
Rajeshwari Sundaram, University of North Carolina-Charlotte,2001-12-1,Journal of the American Statistical Association,"Reliability: Modeling, Prediction and Optimization",https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s431
Brent A Coull; James P Hobert; Louise M Ryan; Lewis B Holmes," Brent A. Coull is Assistant Professor, Department of Biostatistics, Harvard School of Public Health, Boston, MA 02115. James P. Hobert is Associate Professor, Department of Statistics, University of Florida, Gainesville, FL 32611. Louise M. Ryan is Professor, Dept. of Biostatistics, Harvard School of Public Health and Dana-Farber Cancer Institute, Boston, MA 02115. Lewis B. Holmes is Chief, Genetics & Teratology Unit Pediatrics Service, Massachusetts General Hospital, Professor, Harvard Medical School, Boston, MA 02115. This research was partially supported by NIH grants ES05840, CA48061, and NS24125 and NSF grant DMS-00-72827. The authors thank the editor, associate editor, three referees, Alan Agresti, David Dunson, Brett Presnell and Alan Zaslavsky for insightful comments that significantly improved the manuscript. The authors are particularly grateful to one referee for pointing out the connection between the proposed models and the lasso.;  Brent A. Coull is Assistant Professor, Department of Biostatistics, Harvard School of Public Health, Boston, MA 02115. James P. Hobert is Associate Professor, Department of Statistics, University of Florida, Gainesville, FL 32611. Louise M. Ryan is Professor, Dept. of Biostatistics, Harvard School of Public Health and Dana-Farber Cancer Institute, Boston, MA 02115. Lewis B. Holmes is Chief, Genetics & Teratology Unit Pediatrics Service, Massachusetts General Hospital, Professor, Harvard Medical School, Boston, MA 02115. This research was partially supported by NIH grants ES05840, CA48061, and NS24125 and NSF grant DMS-00-72827. The authors thank the editor, associate editor, three referees, Alan Agresti, David Dunson, Brett Presnell and Alan Zaslavsky for insightful comments that significantly improved the manuscript. The authors are particularly grateful to one referee for pointing out the connection between the proposed models and the lasso.;  Brent A. Coull is Assistant Professor, Department of Biostatistics, Harvard School of Public Health, Boston, MA 02115. James P. Hobert is Associate Professor, Department of Statistics, University of Florida, Gainesville, FL 32611. Louise M. Ryan is Professor, Dept. of Biostatistics, Harvard School of Public Health and Dana-Farber Cancer Institute, Boston, MA 02115. Lewis B. Holmes is Chief, Genetics & Teratology Unit Pediatrics Service, Massachusetts General Hospital, Professor, Harvard Medical School, Boston, MA 02115. This research was partially supported by NIH grants ES05840, CA48061, and NS24125 and NSF grant DMS-00-72827. The authors thank the editor, associate editor, three referees, Alan Agresti, David Dunson, Brett Presnell and Alan Zaslavsky for insightful comments that significantly improved the manuscript. The authors are particularly grateful to one referee for pointing out the connection between the proposed models and the lasso.;  Brent A. Coull is Assistant Professor, Department of Biostatistics, Harvard School of Public Health, Boston, MA 02115. James P. Hobert is Associate Professor, Department of Statistics, University of Florida, Gainesville, FL 32611. Louise M. Ryan is Professor, Dept. of Biostatistics, Harvard School of Public Health and Dana-Farber Cancer Institute, Boston, MA 02115. Lewis B. Holmes is Chief, Genetics & Teratology Unit Pediatrics Service, Massachusetts General Hospital, Professor, Harvard Medical School, Boston, MA 02115. This research was partially supported by NIH grants ES05840, CA48061, and NS24125 and NSF grant DMS-00-72827. The authors thank the editor, associate editor, three referees, Alan Agresti, David Dunson, Brett Presnell and Alan Zaslavsky for insightful comments that significantly improved the manuscript. The authors are particularly grateful to one referee for pointing out the connection between the proposed models and the lasso.",2001-12-1,Journal of the American Statistical Association,Crossed Random Effect Models for Multiple Outcomes in a Study of Teratogenesis,https://www.tandfonline.com/doi/abs/10.1198/016214501753381841
Dean Billheimer; Peter Guttorp; William F Fagan,"State University, Tempe, AZ 85287-1501.; State University, Tempe, AZ 85287-1501.; State University, Tempe, AZ 85287-1501.",2001-12-1,Journal of the American Statistical Association,Statistical Interpretation of Species Composition,https://www.tandfonline.com/doi/abs/10.1198/016214501753381850
You Sung Park; Kee Whan Kim; Jai Won Choi,"University, 5-1 Anam-Dong, Sungbuk-gu, Korea. Jai Won Choi is Mathematical Statistician, NCHS, Centers for Disease Control, Hyattsville, MD 20782-2003. The authors thank to the editor, two referees, and Dongwan Shin for their helpful comments.; University, 5-1 Anam-Dong, Sungbuk-gu, Korea. Jai Won Choi is Mathematical Statistician, NCHS, Centers for Disease Control, Hyattsville, MD 20782-2003. The authors thank to the editor, two referees, and Dongwan Shin for their helpful comments.; University, 5-1 Anam-Dong, Sungbuk-gu, Korea. Jai Won Choi is Mathematical Statistician, NCHS, Centers for Disease Control, Hyattsville, MD 20782-2003. The authors thank to the editor, two referees, and Dongwan Shin for their helpful comments.",2001-12-1,Journal of the American Statistical Association,One-Level Rotation Design Balanced on Time in Monthly Sample and in Rotation Group,https://www.tandfonline.com/doi/abs/10.1198/016214501753382381
W. Michael O'Fallon," W. Michael O'Fallon is Chair, Department of Health Sciences Research, Mayo Clinic, Rochester, MN 55905. This article is the text of his Presidential Address delivered to the American Statistical Association in Indianapolis on August 15, 2000.",2001-12-1,Journal of the American Statistical Association,Statistical Meetings,https://www.tandfonline.com/doi/abs/10.1198/016214501753381797
S A Murphy; M J van der Laan; J M Robins,"State University), J. E. Lochman (University of Alabama), R. J. McMahon (University of Washington), and E. Pinderhughes (Vanderbilt University) The research of the first author was partially supported by NIDA grant A P50 DA 10075, DMS 9802885, and SBR 9811983. The research of the second author was partially supported by NIAID grant 1RO1AI46182. The research of the third author was partially supported by NIAID grant RO1AI32475.; State University), J. E. Lochman (University of Alabama), R. J. McMahon (University of Washington), and E. Pinderhughes (Vanderbilt University) The research of the first author was partially supported by NIDA grant A P50 DA 10075, DMS 9802885, and SBR 9811983. The research of the second author was partially supported by NIAID grant 1RO1AI46182. The research of the third author was partially supported by NIAID grant RO1AI32475.; State University), J. E. Lochman (University of Alabama), R. J. McMahon (University of Washington), and E. Pinderhughes (Vanderbilt University) The research of the first author was partially supported by NIDA grant A P50 DA 10075, DMS 9802885, and SBR 9811983. The research of the second author was partially supported by NIAID grant 1RO1AI46182. The research of the third author was partially supported by NIAID grant RO1AI32475.",2001-12-1,Journal of the American Statistical Association,Marginal Mean Models for Dynamic Regimes,https://www.tandfonline.com/doi/abs/10.1198/016214501753382327
Alexander J McNeil, Swiss Federal Institute of Technology,2001-12-1,Journal of the American Statistical Association,Statistical Modeling With Quantile Functions,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s426
Geert Dhaene, Katholieke Universiteit Leuven,2001-12-1,Journal of the American Statistical Association,Probability Theory and Statistical Inference: Econometric Modeling With Observational Data,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s430
Hua Yun Chen,"Yun Chen is Assistant Professor, Division of Epidemiology and Biostatistics, University of Illinios at Chicago, Chicago, IL 60612, U.S.A.. I thank the Editor, the Associate Editor, and an anonymous referee for very helpful comments on earlier drafts of the paper. I also thank the Editor and Donald Hedeker for their careful reading and corrections of the manuscript that greatly enhanced the presentation.",2001-12-1,Journal of the American Statistical Association,Weighted Semiparametric Likelihood Method for Fitting a Proportional Odds Regression Model to Data From the Case-Cohort Design,https://www.tandfonline.com/doi/abs/10.1198/016214501753382354
Ronald Christensen, University of New Mexico,2001-12-1,Journal of the American Statistical Association,Introduction to Graphical Modeling,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s425
E A Peña; R L Strawderman; M Hollander,"State University, Tallahassee, FL 36303. Peña's research is partially supported by NIH Grant 1 R01 GM56182. Hollander's research is partially supported by NIH Grant 1 R01 GM56183. The first two authors contributed equally to this manuscript.. The authors wish to thank the Editor, Associate Editor, and referee for their constructive comments and criticisms.; State University, Tallahassee, FL 36303. Peña's research is partially supported by NIH Grant 1 R01 GM56182. Hollander's research is partially supported by NIH Grant 1 R01 GM56183. The first two authors contributed equally to this manuscript.. The authors wish to thank the Editor, Associate Editor, and referee for their constructive comments and criticisms.; State University, Tallahassee, FL 36303. Peña's research is partially supported by NIH Grant 1 R01 GM56182. Hollander's research is partially supported by NIH Grant 1 R01 GM56183. The first two authors contributed equally to this manuscript.. The authors wish to thank the Editor, Associate Editor, and referee for their constructive comments and criticisms.",2001-12-1,Journal of the American Statistical Association,Nonparametric Estimation With Recurrent Event Data,https://www.tandfonline.com/doi/abs/10.1198/016214501753381922
,,2001-12-1,Journal of the American Statistical Association,Telegraphic Reviews,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s438
Athanasios Kottas; Alan E Gelfand,referee for suggesting the fully nonparametric family in Section 3.2.; referee for suggesting the fully nonparametric family in Section 3.2.,2001-12-1,Journal of the American Statistical Association,Bayesian Semiparametric Median Regression Modeling,https://www.tandfonline.com/doi/abs/10.1198/016214501753382363
William W Davis, National Cancer Institute,2001-12-1,Journal of the American Statistical Association,Design and Analysis of Cluster Randomization Trials in Health Research,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s433
,,2001-12-1,Journal of the American Statistical Association,Statistical Science in the Courtroom,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s427
Daniel Peña; Francisco J Prieto,"y Econometrica, Univ. Carlos III de Madrid, Spain. We thank the referees and the Associate Editor for their excellent comments and suggestions, that have improved the contents of this article. This research was supported by Spanish grant BEC2000-0167.; y Econometrica, Univ. Carlos III de Madrid, Spain. We thank the referees and the Associate Editor for their excellent comments and suggestions, that have improved the contents of this article. This research was supported by Spanish grant BEC2000-0167.",2001-12-1,Journal of the American Statistical Association,Cluster Identification Using Projections,https://www.tandfonline.com/doi/abs/10.1198/016214501753382345
Linda H Y Yau; Roderick J Little,"H.Y. Yau is Senior Statistician, GlaxoSmithKline, Research Triangle Park, NC 27709. Roderick J. Little is Professor, Department of Biostatistics, School of Public Health, University of Michigan, Ann Arbor, MI 48109. This work was supported by NIMH grant P30 MH38330-12 and was completed in part while the first author was graduate student, Department of Biostatistics, School of Public Health, University of Michigan, Ann Arbor, MI 48019. The authors thank Rick Price, Amiram Vinokur for their valuable support and suggestions, and Don Rubin for his helpful advice.; H.Y. Yau is Senior Statistician, GlaxoSmithKline, Research Triangle Park, NC 27709. Roderick J. Little is Professor, Department of Biostatistics, School of Public Health, University of Michigan, Ann Arbor, MI 48109. This work was supported by NIMH grant P30 MH38330-12 and was completed in part while the first author was graduate student, Department of Biostatistics, School of Public Health, University of Michigan, Ann Arbor, MI 48019. The authors thank Rick Price, Amiram Vinokur for their valuable support and suggestions, and Don Rubin for his helpful advice.",2001-12-1,Journal of the American Statistical Association,"Inference for the Complier-Average Causal Effect From Longitudinal Data Subject to Noncompliance and Missing Data, With Application to a Job Training Assessment for the Unemployed",https://www.tandfonline.com/doi/abs/10.1198/016214501753381887
Jaeyong Lee; James O Berger,"State University, University Park, PA 16802. James O. Berger is Arts and Science professor of Statistics, Institute of Statistics and Decision Sciences, Duke University, Durham, NC 27708-0251. This work was supported, in part, by the National Science Foundation under Grants DMS-9303556 and DMS-9802261, and formed part of the first author's Ph.D. thesis at Purdue University. The authors are grateful to the Associate Editor and two referees for valuable suggestions.; State University, University Park, PA 16802. James O. Berger is Arts and Science professor of Statistics, Institute of Statistics and Decision Sciences, Duke University, Durham, NC 27708-0251. This work was supported, in part, by the National Science Foundation under Grants DMS-9303556 and DMS-9802261, and formed part of the first author's Ph.D. thesis at Purdue University. The authors are grateful to the Associate Editor and two referees for valuable suggestions.",2001-12-1,Journal of the American Statistical Association,Semiparametric Bayesian Analysis of Selection Models,https://www.tandfonline.com/doi/abs/10.1198/016214501753382318
David Ruppert, Cornell University,2001-12-1,Journal of the American Statistical Association,Probabilistic Networks and Expert Systems,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s424
Yijian Huang; C Y Wang,"analyzed in Section 6.2. They also gratefully acknowledge insightful and constructive comments from the reviewers, which led to improvement in the presentation.; analyzed in Section 6.2. They also gratefully acknowledge insightful and constructive comments from the reviewers, which led to improvement in the presentation.",2001-12-1,Journal of the American Statistical Association,Consistent Functional Methods for Logistic Regression With Errors in Covariates,https://www.tandfonline.com/doi/abs/10.1198/016214501753382372
James O Berger; Victor De Oliveira; Bruno Sansó,referee for helpful comments that considerably improved the article.; referee for helpful comments that considerably improved the article.; referee for helpful comments that considerably improved the article.,2001-12-1,Journal of the American Statistical Association,Objective Bayesian Analysis of Spatially Correlated Data,https://www.tandfonline.com/doi/abs/10.1198/016214501753382282
David Ruppert, Cornell University,2001-12-1,Journal of the American Statistical Association,Nonparametric Regression and Spline Smoothing,https://www.tandfonline.com/doi/abs/10.1198/016214501753382417
,,2001-12-1,Journal of the American Statistical Association,Corrections,https://www.tandfonline.com/doi/abs/10.1198/016214501753382426
Robert L Strawderman, Cornell University,2001-12-1,Journal of the American Statistical Association,"Stochastic Processes in Epidemiology: HIV/AIDS, Other Infectious Diseases and Computers",https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s434
Göran Kauermann; Raymond J Carroll," Göran Kauermann is Lecturer, Department of Statistics & Robertson Centre, University of Glasgow, University Gardens, Glasgow G12 8QW, Scotland. Raymond J. Carroll is Distinguished Professor, Department of Statistics, Texas A&M University, College Station, TX 77843. Carroll's research was supported by National Cancer Institute Grant CA-57030, and by the Texas A&M Center for Environmental and Rural Health National Institute of Environmental Health Sciences Grant P30-ESO9106. The authors also acknowledge the support received from the Deutsche Forschungsgemeinschaft (Sonderforschungsbereich 386 at the Ludwig-Maximilans-Universitiät München). Parts of this article contain material in an unpublished technical report written with Douglas Simpson, Arny Stromberg, Suojin Wang, and David Ruppert, whose help is gratefully acknowledged.;  Göran Kauermann is Lecturer, Department of Statistics & Robertson Centre, University of Glasgow, University Gardens, Glasgow G12 8QW, Scotland. Raymond J. Carroll is Distinguished Professor, Department of Statistics, Texas A&M University, College Station, TX 77843. Carroll's research was supported by National Cancer Institute Grant CA-57030, and by the Texas A&M Center for Environmental and Rural Health National Institute of Environmental Health Sciences Grant P30-ESO9106. The authors also acknowledge the support received from the Deutsche Forschungsgemeinschaft (Sonderforschungsbereich 386 at the Ludwig-Maximilans-Universitiät München). Parts of this article contain material in an unpublished technical report written with Douglas Simpson, Arny Stromberg, Suojin Wang, and David Ruppert, whose help is gratefully acknowledged.",2001-12-1,Journal of the American Statistical Association,A Note on the Efficiency of Sandwich Covariance Matrix Estimation,https://www.tandfonline.com/doi/abs/10.1198/016214501753382309
Peter Müller; Gary L Rosner; Lurdes Y T Inoue; Mark W Dewhirst," Peter Müller is Associate Professor, Institute of Statistics and Decision Sciences, Duke University, Durham, NC 27708.. Gary L. Rosner is Professor, and Lurdes Y. T. Inoue is Research Associate, Department of Biostatistics, The University of Texas M. D. Anderson Cancer Center, Houston, TX 77030. Mark W. Dewhirst is Professor, Department of Radiation Oncology, Duke University Medical Center, Durham, NC 27710. Research supported by NIH/NCI under grants R01 CA75981 and R01 CA40355 and by NSF under grant NSF/DMS-9704934.;  Peter Müller is Associate Professor, Institute of Statistics and Decision Sciences, Duke University, Durham, NC 27708.. Gary L. Rosner is Professor, and Lurdes Y. T. Inoue is Research Associate, Department of Biostatistics, The University of Texas M. D. Anderson Cancer Center, Houston, TX 77030. Mark W. Dewhirst is Professor, Department of Radiation Oncology, Duke University Medical Center, Durham, NC 27710. Research supported by NIH/NCI under grants R01 CA75981 and R01 CA40355 and by NSF under grant NSF/DMS-9704934.;  Peter Müller is Associate Professor, Institute of Statistics and Decision Sciences, Duke University, Durham, NC 27708.. Gary L. Rosner is Professor, and Lurdes Y. T. Inoue is Research Associate, Department of Biostatistics, The University of Texas M. D. Anderson Cancer Center, Houston, TX 77030. Mark W. Dewhirst is Professor, Department of Radiation Oncology, Duke University Medical Center, Durham, NC 27710. Research supported by NIH/NCI under grants R01 CA75981 and R01 CA40355 and by NSF under grant NSF/DMS-9704934.;  Peter Müller is Associate Professor, Institute of Statistics and Decision Sciences, Duke University, Durham, NC 27708.. Gary L. Rosner is Professor, and Lurdes Y. T. Inoue is Research Associate, Department of Biostatistics, The University of Texas M. D. Anderson Cancer Center, Houston, TX 77030. Mark W. Dewhirst is Professor, Department of Radiation Oncology, Duke University Medical Center, Durham, NC 27710. Research supported by NIH/NCI under grants R01 CA75981 and R01 CA40355 and by NSF under grant NSF/DMS-9704934.",2001-12-1,Journal of the American Statistical Association,A Bayesian Model for Detecting Acute Change in Nonlinear Profiles,https://www.tandfonline.com/doi/abs/10.1198/016214501753381869
Elias Shiu, University of Iowa,2001-12-1,Journal of the American Statistical Association,Stochastic Calculus and Financial Applications,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s429
Thomas M Braun; Ziding Feng," Thomas M. Braun is Assistant Research Scientist, Department of Biostatistics, University of Michigan, Ann Arbor, MI 48108. Ziding Feng is Associate Member, Fred Hutchinson Cancer Research Center, Seattle, WA 98104. This research was supported by NCI grant T32CA09661. The authors thank two anonymous referees for their helpful comments leading to the final version of this manuscript.;  Thomas M. Braun is Assistant Research Scientist, Department of Biostatistics, University of Michigan, Ann Arbor, MI 48108. Ziding Feng is Associate Member, Fred Hutchinson Cancer Research Center, Seattle, WA 98104. This research was supported by NCI grant T32CA09661. The authors thank two anonymous referees for their helpful comments leading to the final version of this manuscript.",2001-12-1,Journal of the American Statistical Association,Optimal Permutation Tests for the Analysis of Group Randomized Trials,https://www.tandfonline.com/doi/abs/10.1198/016214501753382336
Hemant Ishwaran; Lancelot F James; Jiayang Sun,"Chen for helpful discussion related to Theorem 2. The first two authors' work was partially supported by the Acheson J. Duncan Fund for the Advancement of Research in Statistics, Awards 00-1 and 01-3, Department of Mathematical Sciences, Johns Hopkins University. The last author's work was supported in part by the National Science Foundation.; Chen for helpful discussion related to Theorem 2. The first two authors' work was partially supported by the Acheson J. Duncan Fund for the Advancement of Research in Statistics, Awards 00-1 and 01-3, Department of Mathematical Sciences, Johns Hopkins University. The last author's work was supported in part by the National Science Foundation.; Chen for helpful discussion related to Theorem 2. The first two authors' work was partially supported by the Acheson J. Duncan Fund for the Advancement of Research in Statistics, Awards 00-1 and 01-3, Department of Mathematical Sciences, Johns Hopkins University. The last author's work was supported in part by the National Science Foundation.",2001-12-1,Journal of the American Statistical Association,Bayesian Model Selection in Finite Mixtures by Marginal Density Decompositions,https://www.tandfonline.com/doi/abs/10.1198/016214501753382255
Wolfgang Härdle; Stefan Sperlich; Vladimir Spokoiny,"Superior (DGES), reference number PB98-0025.; Superior (DGES), reference number PB98-0025.; Superior (DGES), reference number PB98-0025.",2001-12-1,Journal of the American Statistical Association,Structural Tests in Additive Regression,https://www.tandfonline.com/doi/abs/10.1198/016214501753382264
Francesco Bartolucci; Antonio Forcina; Valentino Dardanoni,"is Professor, Department of Statistical Science, University of Perugia, 06100 Perugia, Italy. Valentino Dardanoni is Professor, Department of Economics, University of Palermo, 90128 Palermo, Italy. We thank two referees and an associate editor for very helpful comments, and CNR and MURST for financial support.; is Professor, Department of Statistical Science, University of Perugia, 06100 Perugia, Italy. Valentino Dardanoni is Professor, Department of Economics, University of Palermo, 90128 Palermo, Italy. We thank two referees and an associate editor for very helpful comments, and CNR and MURST for financial support.; is Professor, Department of Statistical Science, University of Perugia, 06100 Perugia, Italy. Valentino Dardanoni is Professor, Department of Economics, University of Palermo, 90128 Palermo, Italy. We thank two referees and an associate editor for very helpful comments, and CNR and MURST for financial support.",2001-12-1,Journal of the American Statistical Association,Positive Quadrant Dependence and Marginal Modeling in Two-Way Tables With Ordered Margins,https://www.tandfonline.com/doi/abs/10.1198/016214501753382390
Chunlei Ke; Yuedong Wang,substantial improvement in the article. They are grateful to David Hinkley and Wendy Meiring for many valuable comments.; substantial improvement in the article. They are grateful to David Hinkley and Wendy Meiring for many valuable comments.,2001-12-1,Journal of the American Statistical Association,Semiparametric Nonlinear Mixed-Effects Models and Their Applications,https://www.tandfonline.com/doi/abs/10.1198/016214501753381913
Jianqing Fan; Runze Li,NSF grant DMS-0102505. The authors thank the associate editor and the referees for constructive comments that substantially improved an earlier draft.; NSF grant DMS-0102505. The authors thank the associate editor and the referees for constructive comments that substantially improved an earlier draft.,2001-12-1,Journal of the American Statistical Association,Variable Selection via Nonconcave Penalized Likelihood and its Oracle Properties,https://www.tandfonline.com/doi/abs/10.1198/016214501753382273
Eun Sug Park; Peter Guttorp; Ronald C Henry," Eun Sug Park is Assistant Research Scientist, Texas Transportation Institute, The Texas A&M University System, College Station, TX 77843. Peter Guttorp is Professor of Statistics and Director of the National Research Center for Statistics and the Environment, University of Washington, Seattle, WA 98195. Ronald C. Henry is Associate Professor of Civil and Environmental Engineering, University of Southern California, Los Angeles, CA 90089. This research was conducted when the first author was Research Associate at National Research Center for Statistics and the Environment of University of Washington. Although the research described in this article has been funded by the United States Environmental Protection Agency through agreement CR825173-01-0 to the University of Washington, it has not been subjected to the Agency's required peer and policy review and therefore does not necessarily reflect the views of the Agency and no official endorsement should be inferred. The authors gratefully acknowledge helpful comments from the reviewers.;  Eun Sug Park is Assistant Research Scientist, Texas Transportation Institute, The Texas A&M University System, College Station, TX 77843. Peter Guttorp is Professor of Statistics and Director of the National Research Center for Statistics and the Environment, University of Washington, Seattle, WA 98195. Ronald C. Henry is Associate Professor of Civil and Environmental Engineering, University of Southern California, Los Angeles, CA 90089. This research was conducted when the first author was Research Associate at National Research Center for Statistics and the Environment of University of Washington. Although the research described in this article has been funded by the United States Environmental Protection Agency through agreement CR825173-01-0 to the University of Washington, it has not been subjected to the Agency's required peer and policy review and therefore does not necessarily reflect the views of the Agency and no official endorsement should be inferred. The authors gratefully acknowledge helpful comments from the reviewers.;  Eun Sug Park is Assistant Research Scientist, Texas Transportation Institute, The Texas A&M University System, College Station, TX 77843. Peter Guttorp is Professor of Statistics and Director of the National Research Center for Statistics and the Environment, University of Washington, Seattle, WA 98195. Ronald C. Henry is Associate Professor of Civil and Environmental Engineering, University of Southern California, Los Angeles, CA 90089. This research was conducted when the first author was Research Associate at National Research Center for Statistics and the Environment of University of Washington. Although the research described in this article has been funded by the United States Environmental Protection Agency through agreement CR825173-01-0 to the University of Washington, it has not been subjected to the Agency's required peer and policy review and therefore does not necessarily reflect the views of the Agency and no official endorsement should be inferred. The authors gratefully acknowledge helpful comments from the reviewers.",2001-12-1,Journal of the American Statistical Association,Multivariate Receptor Modeling for Temporally Correlated Data by Using MCMC,https://www.tandfonline.com/doi/abs/10.1198/016214501753381823
Bo Lu; Elaine Zanutto; Robert Hornik; Paul R Rosenbaum,grant from the National Science Foundation. The authors thank Monique Guignard-Spielberg for advice about optimal nonbipartite matching.; grant from the National Science Foundation. The authors thank Monique Guignard-Spielberg for advice about optimal nonbipartite matching.; grant from the National Science Foundation. The authors thank Monique Guignard-Spielberg for advice about optimal nonbipartite matching.; grant from the National Science Foundation. The authors thank Monique Guignard-Spielberg for advice about optimal nonbipartite matching.,2001-12-1,Journal of the American Statistical Association,Matching With Doses in an Observational Study of a Media Campaign Against Drug Abuse,https://www.tandfonline.com/doi/abs/10.1198/016214501753381896
Martin T Wells, Cornell University,2001-12-1,Journal of the American Statistical Association,Limit Theorems of Probability Theory,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s436
Robert J Boik,State University,2001-12-1,Journal of the American Statistical Association,Contrasts and Effect Sizes in Behavioral Research: A Correlational Approach,https://www.tandfonline.com/doi/abs/10.1198/jasa.2001.s432
Bradley Efron; Robert Tibshirani; John D Storey; Virginia Tusher,"with us, and thank the Editor and Associate Editor for suggestions that improved the manuscript.; with us, and thank the Editor and Associate Editor for suggestions that improved the manuscript.; with us, and thank the Editor and Associate Editor for suggestions that improved the manuscript.; with us, and thank the Editor and Associate Editor for suggestions that improved the manuscript.",2001-12-1,Journal of the American Statistical Association,Empirical Bayes Analysis of a Microarray Experiment,https://www.tandfonline.com/doi/abs/10.1198/016214501753382129
Paola Sebastiani; Marco Ramoni,"Sebastiani is Assistant Professor, Department of Mathematics and Statistics, University of Massachusetts, Amherst, MA 01003. Marco Ramoni is Instructor, Children's Hospital Informatics Program, Harvard University Medical School, Boston, MA 02115. This research was partially supported by the ESPRIT programme of the Commission of the European Community under Contract EP29105. The authors thank two anonymous referees, the associate editor, and the editor for their useful comments that helped improve the original manuscript.; Sebastiani is Assistant Professor, Department of Mathematics and Statistics, University of Massachusetts, Amherst, MA 01003. Marco Ramoni is Instructor, Children's Hospital Informatics Program, Harvard University Medical School, Boston, MA 02115. This research was partially supported by the ESPRIT programme of the Commission of the European Community under Contract EP29105. The authors thank two anonymous referees, the associate editor, and the editor for their useful comments that helped improve the original manuscript.",2001-12-1,Journal of the American Statistical Association,Bayesian Selection of Decomposable Models With Incomplete Data,https://www.tandfonline.com/doi/abs/10.1198/016214501753382291
